id,total_employed,%chg_total_emp
19189,335228,1.392666667
19190,15030,0.990666667
19191,15056,1.002
19192,15076,1.015333333
19193,15322,0.993333333
19194,13592,0.997333333
19195,13670,1.078
19196,13994,1.010666667
19197,13968,0.994666667
19198,14338,1.009333333
19199,14692,1.03
19200,15014,1.022
19201,14742,1.017333333
19202,14782,1.03
19203,15078,1.044
19204,15068,1.010666667
19205,15240,0.988
19206,15160,1.011333333
19207,38842,0.864666667
19208,39378,0.856666667
19209,38696,0.862666667
19210,38966,0.880666667
19211,35880,0.814666667
19212,36564,0.860666667
19213,37374,0.859333333
19214,35998,0.84
19215,37058,0.834666667
19216,37896,0.864
19217,38882,0.861333333
19218,37868,0.85
19219,37202,0.837333333
19220,38772,0.876
19221,38774,0.921333333
19222,37780,0.909333333
19223,37940,0.84
19224,32224,1.054666667
19225,32954,1.052
19226,33066,1.072666667
19227,33114,1.049333333
19228,31258,1.019333333
19229,31502,1.103333333
19230,32544,1.062
19231,32216,1.048666667
19232,32574,1.056666667
19233,32476,1.104
19234,32640,1.078666667
19235,32182,1.069333333
19236,32502,1.074666667
19237,32552,1.123333333
19238,32554,1.106
19239,32720,1.104
19240,32718,1.114
19241,59668,0.954
19242,60734,0.958666667
19243,61506,0.96
19244,61500,0.966
19245,55708,0.938
19246,58120,0.988
19247,59860,0.958
19248,59760,0.942666667
19249,61062,0.950666667
19250,60272,0.958666667
19251,61626,0.962666667
19252,62490,0.932666667
19253,63944,0.949333333
19254,64258,0.946666667
19255,65460,0.940666667
19256,66362,0.916666667
19257,66492,0.926666667
19258,141080,0.747333333
19259,141400,0.754666667
19260,141776,0.783333333
19261,142512,0.776666667
19262,130234,0.745333333
19263,133932,0.777333333
19264,136226,0.770666667
19265,138494,0.754
19266,140078,0.758666667
19267,136726,0.783333333
19268,137624,0.762
19269,136406,0.770666667
19270,140022,0.772
19271,141254,0.795333333
19272,139286,0.778666667
19273,140186,0.772
19274,147496,0.763333333
19275,9224,1.37
19276,9404,1.406
19277,9798,1.477333333
19278,9884,1.34
19279,8578,1.333333333
19280,8538,1.523333333
19281,8842,1.423333333
19282,8944,1.363333333
19283,9036,1.358666667
19284,8964,1.385333333
19285,9130,1.334666667
19286,9094,1.324
19287,9200,1.355333333
19288,9170,1.416666667
19289,9084,1.332666667
19290,9448,1.31
19291,9722,1.313333333
19292,48476,0.818
19293,49332,0.822666667
19294,49468,0.851333333
19295,49670,0.816666667
19296,46068,0.801333333
19297,46600,0.855333333
19298,47906,0.831333333
19299,48376,0.812
19300,46438,0.836666667
19301,44428,0.877333333
19302,44576,0.856
19303,46618,0.844666667
19304,45444,0.871333333
19305,45232,0.898
19306,44978,0.874
19307,45684,0.866
19308,48732,0.848
19309,89080,0.845333333
19310,87986,0.860666667
19311,85236,0.866
19312,84744,0.872
19313,75286,0.870666667
19314,75226,0.89
19315,77924,0.894
19316,77822,0.878
19317,77302,0.888666667
19318,73574,0.885333333
19319,74034,0.887333333
19320,73988,0.878
19321,74944,0.882666667
19322,76758,0.864
19323,79186,0.858666667
19324,77306,0.859333333
19325,75240,0.868666667
19326,140580,0.923333333
19327,143410,0.922
19328,143182,0.957333333
19329,142522,0.933333333
19330,134740,0.902
19331,136688,0.978
19332,138754,0.933333333
19333,137050,0.926
19334,140056,0.928
19335,138782,0.950666667
19336,140362,0.928666667
19337,140522,0.947333333
19338,141912,0.949333333
19339,138642,0.958666667
19340,139144,0.939333333
19341,139154,0.937333333
19342,143640,0.924666667
19343,70236,0.796
19344,72616,0.788666667
19345,71986,0.836666667
19346,70760,0.806666667
19347,65534,0.800666667
19348,64620,0.860666667
19349,64882,0.816
19350,64962,0.83
19351,67834,0.821333333
19352,67336,0.849333333
19353,66534,0.839333333
19354,68392,0.825333333
19355,69686,0.820666667
19356,69990,0.845333333
19357,69818,0.834666667
19358,70836,0.83
19359,72648,0.820666667
19360,126912,0.874666667
19361,127808,0.88
19362,127524,0.908666667
19363,128242,0.876
19364,114756,0.838666667
19365,114618,0.888
19366,118278,0.839333333
19367,116168,0.841333333
19368,118586,0.845333333
19369,119734,0.854
19370,121382,0.836666667
19371,119098,0.84
19372,119990,0.844666667
19373,121268,0.854666667
19374,125076,0.828666667
19375,124316,0.814
19376,121322,0.836
19377,536348,0.812
19378,545500,0.812
19379,543576,0.833333333
19380,547326,0.814
19381,479754,0.815333333
19382,510122,0.841333333
19383,531618,0.816
19384,528008,0.816666667
19385,539412,0.814666667
19386,536970,0.826
19387,548116,0.812
19388,546954,0.812666667
19389,555094,0.812
19390,565390,0.826
19391,571680,0.818666667
19392,566980,0.822
19393,570850,0.825333333
19394,260180,1.228666667
19395,261570,1.213333333
19396,262288,1.251333333
19397,267632,1.226666667
19398,241912,1.178666667
19399,257768,1.21
19400,267934,1.174666667
19401,262818,1.179333333
19402,264770,1.184
19403,264424,1.198
19404,272718,1.185333333
19405,271038,1.174666667
19406,271714,1.164
19407,276328,1.193333333
19408,281864,1.176666667
19409,279750,1.172666667
19410,280496,1.170666667
19411,5194,1.369333333
19412,2730,0.717333333
19413,2802,0.701333333
19414,2883,0.435333333
19415,2444,0.449333333
19416,2562,0.476
19417,2637,0.462666667
19418,4790,1.44
19419,2496,0.427333333
19420,2538,0.421333333
19421,2615,0.420666667
19422,2392,0.455333333
19423,4732,1.454666667
19424,2586,0.48
19425,2531,0.501333333
19426,2444,0.496
19427,2495,0.481333333
19428,296304,0.720666667
19429,300828,0.720666667
19430,301522,0.724666667
19431,301690,0.721333333
19432,264336,0.718666667
19433,271850,0.739333333
19434,279770,0.732
19435,276796,0.73
19436,281118,0.732
19437,272006,0.75
19438,269920,0.742666667
19439,270808,0.736666667
19440,277246,0.738666667
19441,280766,0.743333333
19442,282506,0.738666667
19443,281110,0.736
19444,286006,0.736666667
19445,30578,0.926
19446,30446,0.933333333
19447,30242,0.938
19448,31038,0.914666667
19449,27582,0.915333333
19450,28380,0.944
19451,28364,0.904666667
19452,28418,0.893333333
19453,27656,0.924666667
19454,27014,0.955333333
19455,27904,0.930666667
19456,27056,0.908666667
19457,27486,0.914666667
19458,28840,0.896666667
19459,30262,0.876666667
19460,30590,0.849333333
19461,31302,0.840666667
19462,73822,1.038666667
19463,77070,1.03
19464,75996,1.062666667
19465,77836,1.028666667
19466,72654,0.989333333
19467,73536,1.052
19468,76084,1.010666667
19469,74662,1.011333333
19470,76904,1.006
19471,74458,1.050666667
19472,75838,1.035333333
19473,74230,1.054666667
19474,75090,1.053333333
19475,74460,1.08
19476,74952,1.065333333
19477,73050,1.072
19478,74176,1.068
19479,75558,2.462666667
19480,76120,2.476666667
19481,76856,2.488666667
19482,76072,2.492666667
19483,71028,2.347333333
19484,72700,2.304666667
19485,74374,2.367333333
19486,74554,2.355333333
19487,75606,2.392666667
19488,76002,2.414
19489,74908,2.462666667
19490,75748,2.448666667
19491,76952,2.49
19492,78620,2.469333333
19493,77482,2.482666667
19494,78404,2.433333333
19495,79398,2.413333333
19496,62880,1.17
19497,62346,1.177333333
19498,60532,1.224
19499,64214,1.165333333
19500,57668,1.151333333
19501,58330,1.216666667
19502,61856,1.15
19503,61042,1.158
19504,60554,1.164
19505,61418,1.183333333
19506,63666,1.153333333
19507,62386,1.158
19508,62352,1.171333333
19509,63230,1.199333333
19510,64170,1.180666667
19511,64860,1.17
19512,64680,1.181333333
19513,69944,0.962666667
19514,71086,0.964666667
19515,69274,0.969333333
19516,69494,0.964
19517,64980,0.943333333
19518,65746,0.972666667
19519,65880,0.97
19520,65054,0.969333333
19521,65820,0.972
19522,64788,0.983333333
19523,65218,0.982666667
19524,66498,0.980666667
19525,67072,0.984
19526,66006,0.992
19527,66576,0.993333333
19528,67462,0.987333333
19529,67492,0.994
19530,75494,0.758
19531,73412,0.767333333
19532,72882,0.784
19533,73912,0.765333333
19534,66198,0.760666667
19535,67210,0.794666667
19536,68434,0.776
19537,72200,0.754666667
19538,76590,0.749333333
19539,76158,0.766
19540,75490,0.752
19541,73282,0.756666667
19542,75466,0.752
19543,78090,0.766
19544,77694,0.750666667
19545,77600,0.744666667
19546,77290,0.751333333
19547,12096,1.34
19548,12652,1.308
19549,12526,1.346666667
19550,12610,1.32
19551,12002,1.254
19552,12362,1.352
19553,12522,1.29
19554,11918,1.262
19555,12206,1.273333333
19556,11926,1.284666667
19557,12328,1.273333333
19558,11946,1.302666667
19559,12434,1.302
19560,12014,1.317333333
19561,11828,1.322666667
19562,11548,1.313333333
19563,12026,1.314666667
19564,28852,0.372666667
19565,27642,0.370666667
19566,26763,0.371333333
19567,27173,0.372
19568,24124,0.371333333
19569,26725,0.381333333
19570,27323,0.379333333
19571,27911,0.376
19572,25755,0.374
19573,26575,0.376
19574,26636,0.373333333
19575,24677,0.372
19576,25659,0.376666667
19577,24176,0.376
19578,25130,0.377333333
19579,28022,0.380666667
19580,26288,0.376
19581,27030,0.9
19582,26900,0.909333333
19583,27368,1.009333333
19584,27312,1.007333333
19585,24702,1.001333333
19586,24818,1.05
19587,24898,1.016666667
19588,24818,0.996
19589,24912,1.01
19590,25334,1.039333333
19591,25286,1.010666667
19592,24910,1.016666667
19593,25122,1.043333333
19594,25618,1.082666667
19595,25730,1.035333333
19596,26456,1.014
19597,26632,1.029333333
19598,22460,1.536
19599,26496,1.394666667
19600,30046,1.205333333
19601,22544,1.414666667
19602,20312,1.360666667
19603,24888,1.264666667
19604,21346,1.430666667
19605,21016,1.413333333
19606,24130,1.303333333
19607,29030,1.162666667
19608,23268,1.397333333
19609,22434,1.536
19610,25880,1.395333333
19611,29032,1.278666667
19612,23412,1.526
19613,23256,1.480666667
19614,26494,1.394
19615,2286,1.344666667
19616,6902,0.948
19617,8879,0.834666667
19618,3493,1.132666667
19619,2392,1.373333333
19620,2488,1.548666667
19621,2078,1.345333333
19622,1925,1.343333333
19623,2669,1.504
19624,3545,1.414
19625,2402,1.344
19626,2584,2.013333333
19627,6016,1.364666667
19628,6726,0.772666667
19629,2860,1.304666667
19630,2412,1.400666667
19631,6000,0.861333333
19632,13668,2.470666667
19633,14870,2.402
19634,15392,2.311333333
19635,14404,2.384666667
19636,14570,2.186
19637,15418,2.166666667
19638,15272,2.213333333
19639,15416,2.185333333
19640,16544,2.178666667
19641,16820,2.190666667
19642,16396,2.216
19643,15520,2.254666667
19644,16696,2.184666667
19645,16882,2.154
19646,16668,2.156
19647,16560,2.167333333
19648,17722,2.091333333
19649,23718,1.477333333
19650,30832,1.365333333
19651,38910,1.189333333
19652,24546,1.484666667
19653,4488,1.517333333
19654,5198,1.468666667
19655,5350,1.450666667
19656,4740,1.490666667
19657,4476,1.39
19658,4314,1.484
19659,4070,1.408
19660,4242,1.354666667
19661,4376,1.43
19662,4338,1.42
19663,4122,1.458666667
19664,3878,1.52
19665,4094,1.622666667
19666,4172,1.574
19667,4006,1.566
19668,3976,1.533333333
19669,4472,1.5
19670,1356,2.13
19671,1752,1.992666667
19672,1916,2.067333333
19673,1596,2.116666667
19674,1830,1.755333333
19675,1780,1.126
19676,1656,1.843333333
19677,1426,1.09
19678,1931,1.075333333
19679,2066,1.023333333
19680,1732,1.8
19681,1746,1.764666667
19682,2174,1.672
19683,2394,1.572
19684,1856,1.848666667
19685,1750,1.769333333
19686,2216,1.730666667
19687,13100,2.055333333
19688,13974,2.153333333
19689,13688,2.251333333
19690,13220,2.048
19691,11874,2.052
19692,12726,2.226
19693,13262,2.068
19694,12410,2.058
19695,13326,2.125333333
19696,13322,2.178
19697,12922,2.140666667
19698,12344,2.183333333
19699,13452,2.196
19700,13230,2.288
19701,12558,2.182
19702,12244,2.213333333
19703,13478,2.178666667
19704,192322,0.607333333
19705,95933,0.383333333
19706,92787,0.394
19707,93681,0.402
19708,84314,0.540833333
19709,86182,0.5325
19710,88726,0.545833333
19711,169719,0.651333333
19712,95263,0.423333333
19713,97694,0.427333333
19714,101758,0.435333333
19715,103903,0.438666667
19716,208212,0.662666667
19717,97389,0.492666667
19718,99057,0.525333333
19719,104354,0.655833333
19720,107299,0.679166667
19721,294416,0.738666667
19722,299304,0.731333333
19723,297908,0.726666667
19724,299996,0.736
19725,270322,0.736
19726,285294,0.784666667
19727,288962,0.736666667
19728,284864,0.733333333
19729,288486,0.736
19730,289718,0.733333333
19731,288524,0.742666667
19732,282862,0.747333333
19733,288062,0.749333333
19734,288262,0.752666667
19735,286276,0.762
19736,282818,0.763333333
19737,288038,0.756
19738,157212,1.365333333
19739,159322,1.372
19740,161736,1.352
19741,160718,1.367333333
19742,144840,1.317333333
19743,152156,1.303333333
19744,154356,1.335333333
19745,148054,1.366
19746,151376,1.366666667
19747,154970,1.358
19748,154418,1.378666667
19749,149440,1.400666667
19750,151976,1.409333333
19751,155062,1.397333333
19752,154364,1.403333333
19753,150818,1.424
19754,151530,1.418
19755,1096380,0.806666667
19756,1127284,0.803333333
19757,1145262,0.790666667
19758,1133914,0.804666667
19759,969348,0.807333333
19760,1048854,0.788
19761,1075286,0.796666667
19762,1051998,0.800666667
19763,1089790,0.798666667
19764,1112684,0.787333333
19765,1100838,0.804666667
19766,1077894,0.807333333
19767,1110906,0.804666667
19768,1132060,0.798666667
19769,1119282,0.811333333
19770,1096220,0.812666667
19771,1123164,0.808666667
19772,60641,0.508666667
19773,59826,0.512666667
19774,57347,0.518
19775,58215,0.511333333
19776,45143,0.539333333
19777,53044,0.547333333
19778,54926,0.504
19779,56295,0.498666667
19780,55388,0.497333333
19781,56236,0.504666667
19782,56569,0.497333333
19783,63692,1.052
19784,61072,1.083333333
19785,61508,1.063333333
19786,62088,1.066666667
19787,64722,1.084
19788,61220,1.102
19789,118596,0.910666667
19790,138606,0.880666667
19791,154604,0.84
19792,132378,0.897333333
19793,115300,0.900666667
19794,136272,0.889333333
19795,124774,0.895333333
19796,114586,0.915333333
19797,134612,0.885333333
19798,148328,0.85
19799,131064,0.895333333
19800,117496,0.924
19801,138016,0.892
19802,154464,0.85
19803,132966,0.912
19804,120924,0.933333333
19805,140862,0.896
19806,356370,1.834666667
19807,365744,1.836666667
19808,367380,1.826
19809,364962,1.832666667
19810,335248,1.804
19811,351218,1.82
19812,354024,1.82
19813,349470,1.821333333
19814,357824,1.832
19815,361290,1.85
19816,359268,1.871333333
19817,358864,1.878
19818,364660,1.904666667
19819,368272,1.910666667
19820,364654,1.921333333
19821,361438,1.934
19822,370800,1.918
19823,100634,0.928
19824,106890,0.9
19825,110638,0.864666667
19826,106112,0.903333333
19827,89078,0.926666667
19828,97942,0.914666667
19829,97234,0.915333333
19830,94124,0.928666667
19831,101914,0.900666667
19832,105428,0.86
19833,101034,0.906
19834,96450,0.929333333
19835,102378,0.909333333
19836,106852,0.869333333
19837,102136,0.922666667
19838,97300,0.94
19839,103466,0.921333333
19840,59564,0.846
19841,67568,0.808
19842,75054,0.762666667
19843,65950,0.821333333
19844,53033,0.482
19845,66452,0.812666667
19846,57010,0.475333333
19847,58790,0.837333333
19848,66730,0.790666667
19849,73936,0.760666667
19850,64850,0.814666667
19851,60226,0.845333333
19852,66918,0.806
19853,74596,0.780666667
19854,65164,0.83
19855,61094,0.851333333
19856,67718,0.819333333
19857,101154,0.910666667
19858,100352,0.926666667
19859,101670,0.912
19860,101744,0.926
19861,84992,0.943333333
19862,92774,0.944
19863,95306,0.928
19864,98796,0.905333333
19865,99406,0.910666667
19866,101588,0.896666667
19867,99576,0.920666667
19868,100358,0.907333333
19869,102154,0.912
19870,102106,0.903333333
19871,101258,0.918666667
19872,101498,0.879333333
19873,100880,0.882
19874,412966,1.186666667
19875,426106,1.197333333
19876,427572,1.192666667
19877,427042,1.174
19878,372564,1.168
19879,399096,1.17
19880,407482,1.152666667
19881,399106,1.159333333
19882,409020,1.174666667
19883,414932,1.178666667
19884,419632,1.167333333
19885,411442,1.170666667
19886,421658,1.182
19887,426660,1.199333333
19888,429082,1.178
19889,409926,1.196666667
19890,416274,1.188
19891,28154,0.47
19892,29269,0.470666667
19893,30002,0.470666667
19894,28641,0.464
19895,27385,0.520666667
19896,30209,0.541333333
19897,29832,0.485333333
19898,30852,0.477333333
19899,33042,0.479333333
19900,32267,0.487333333
19901,31267,0.484
19902,33562,0.828
19903,33970,0.831333333
19904,34500,0.804666667
19905,33396,0.833333333
19906,31576,0.856
19907,31738,0.851333333
19908,92968,0.860666667
19909,96692,0.849333333
19910,98210,0.836666667
19911,94386,0.653333333
19912,83706,0.658666667
19913,77515,0.699333333
19914,90698,0.645333333
19915,90970,0.647333333
19916,96025,0.637333333
19917,99342,0.634
19918,95870,0.642666667
19919,97888,0.855333333
19920,99960,0.853333333
19921,100862,0.842666667
19922,99242,0.857333333
19923,97200,0.849333333
19924,98856,0.855333333
19925,93118,0.897333333
19926,96482,0.884666667
19927,97086,0.854666667
19928,95038,0.904666667
19929,84312,0.885333333
19930,92156,0.862666667
19931,93260,0.872666667
19932,92668,0.866
19933,95546,0.854
19934,96220,0.832666667
19935,94330,0.883333333
19936,92308,0.889333333
19937,96002,0.879333333
19938,96058,0.853333333
19939,94670,0.898666667
19940,93808,0.896666667
19941,95748,0.886
19942,62450,0.478
19943,65796,0.476
19944,67367,0.49
19945,64278,0.481333333
19946,56574,0.48
19947,62091,0.519333333
19948,61011,0.472666667
19949,59580,0.475333333
19950,63603,0.472666667
19951,65509,0.471333333
19952,63299,0.472
19953,65992,0.759333333
19954,69410,0.744666667
19955,71008,0.736
19956,68702,0.76
19957,66104,0.76
19958,69554,0.752
19959,58164,1.359333333
19960,60574,1.343333333
19961,62290,1.316666667
19962,62638,1.330666667
19963,55654,1.314666667
19964,58748,1.314
19965,60472,1.296666667
19966,56022,1.341333333
19967,58356,1.323333333
19968,60534,1.291333333
19969,60538,1.327333333
19970,56954,1.375333333
19971,59550,1.361333333
19972,61950,1.319333333
19973,62036,1.326
19974,58260,1.386666667
19975,60560,1.361333333
19976,413130,1.739333333
19977,453710,1.652
19978,480244,1.581333333
19979,441208,1.711333333
19980,387114,1.739333333
19981,438046,1.601333333
19982,423028,1.698666667
19983,408612,1.750666667
19984,447858,1.655333333
19985,471840,1.601333333
19986,440612,1.704666667
19987,423900,1.752666667
19988,460740,1.671333333
19989,485536,1.614
19990,453566,1.702666667
19991,436114,1.742
19992,464756,1.669333333
19993,76133,0.689333333
19994,79921,0.684666667
19995,83835,0.673333333
19996,88650,0.658666667
19997,78549,0.678
19998,85210,0.663333333
19999,94694,0.672
20000,92313,0.695333333
20001,99894,0.713333333
20002,108642,0.702666667
20003,124170,0.664666667
20004,125398,0.694666667
20005,137740,0.694
20006,149604,0.674666667
20007,158344,0.685333333
20008,171080,0.677333333
20009,179110,0.680666667
20010,174570,1.318
20011,177018,1.323333333
20012,168582,1.327333333
20013,172766,1.369333333
20014,146230,1.407333333
20015,153754,1.346
20016,159176,1.356
20017,155210,1.376666667
20018,160626,1.390666667
20019,159406,1.402666667
20020,164470,1.385333333
20021,161092,1.396666667
20022,165574,1.399333333
20023,163938,1.393333333
20024,165138,1.384666667
20025,157550,1.416666667
20026,158162,1.413333333
20027,1614272,1.349333333
20028,1654602,1.348
20029,1666004,1.350666667
20030,1664454,1.347333333
20031,1419776,1.381333333
20032,1528326,1.343333333
20033,1547544,1.362666667
20034,1531034,1.357333333
20035,1567196,1.374
20036,1591392,1.382
20037,1612306,1.378
20038,1505904,1.327333333
20039,1546974,1.360666667
20040,1583002,1.379333333
20041,1577630,1.378666667
20042,1549104,1.371333333
20043,1622400,1.362
20044,2270744,1.140666667
20045,2291168,1.143333333
20046,2261940,1.134
20047,2314624,1.144666667
20048,1987816,1.160666667
20049,2060582,1.128666667
20050,2129966,1.13
20051,2102518,1.143333333
20052,2156414,1.171333333
20053,2156884,1.143333333
20054,2202586,1.146
20055,2172322,1.156
20056,2210254,1.157333333
20057,2201952,1.100666667
20058,2211110,1.1
20059,2157578,1.116666667
20060,2196616,1.151333333
20061,135880,0.894
20062,137294,0.907333333
20063,135454,0.93
20064,135392,0.908666667
20065,117112,0.912
20066,126020,0.946666667
20067,125240,0.916666667
20068,125392,0.910666667
20069,129180,0.926666667
20070,130126,0.951333333
20071,129002,0.94
20072,114777,0.472
20073,129048,0.984666667
20074,130500,1.03
20075,115915,0.536
20076,129564,1.047333333
20077,132768,1.074
20078,58556,0.920666667
20079,60528,0.907333333
20080,59098,0.913333333
20081,60386,0.904666667
20082,54576,0.902666667
20083,55064,0.948666667
20084,55656,0.92
20085,57104,0.902666667
20086,59846,0.908
20087,58970,0.920666667
20088,59706,0.914666667
20089,57454,0.948666667
20090,59694,0.947333333
20091,58412,0.955333333
20092,57666,0.952
20093,55736,0.960666667
20094,57012,0.964666667
20095,345154,0.833333333
20096,356168,0.826666667
20097,352212,0.834
20098,354296,0.831333333
20099,304168,0.829333333
20100,324088,0.839333333
20101,332100,0.826
20102,323802,0.834666667
20103,333554,0.834
20104,333030,0.847333333
20105,336144,0.838666667
20106,332324,0.85
20107,340872,0.882
20108,343442,0.919333333
20109,342512,0.912666667
20110,339364,0.924666667
20111,349810,0.930666667
20112,194842,1.404666667
20113,202200,1.387333333
20114,199614,1.333333333
20115,206334,1.385333333
20116,186484,1.332666667
20117,190964,1.276666667
20118,217332,1.292
20119,221346,1.285333333
20120,225552,1.295333333
20121,196106,1.398666667
20122,187114,1.116666667
20123,188969,1.132666667
20124,208908,1.472
20125,203700,1.458666667
20126,196827,1.174666667
20127,207946,1.555333333
20128,213648,1.559333333
20129,243618,1.432666667
20130,249544,1.434666667
20131,247780,1.457333333
20132,255174,1.458
20133,211936,1.513333333
20134,228416,1.470666667
20135,234514,1.463333333
20136,228484,1.49
20137,234992,1.484666667
20138,237500,1.518
20139,242866,1.501333333
20140,238156,1.536
20141,242602,1.57
20142,243096,1.658666667
20143,245474,1.674
20144,243026,1.716666667
20145,249800,1.762666667
20146,64252,1.297333333
20147,68458,1.254666667
20148,68644,1.216
20149,74980,1.188
20150,67330,1.183333333
20151,69162,1.152666667
20152,72514,1.146
20153,69220,1.168666667
20154,72736,1.175333333
20155,73310,1.164666667
20156,73256,1.168666667
20157,69214,1.218
20158,72608,1.234
20159,73530,1.213333333
20160,74172,1.182
20161,72988,1.198
20162,76956,1.198666667
20163,622528,1.067333333
20164,640632,1.061333333
20165,623002,1.038666667
20166,637920,1.068666667
20167,544776,1.074
20168,568574,1.026
20169,590960,1.065333333
20170,584174,1.076
20171,599666,1.081333333
20172,594442,1.064666667
20173,614068,1.071333333
20174,601870,1.091333333
20175,615008,1.11
20176,609428,1.108
20177,628460,1.131333333
20178,623216,1.152666667
20179,636924,1.17
20180,70258,0.836
20181,72404,0.836666667
20182,73850,0.817333333
20183,72678,0.838666667
20184,61448,0.839333333
20185,69156,0.840666667
20186,69344,0.824666667
20187,68298,0.826666667
20188,70850,0.828666667
20189,72830,0.814
20190,71064,0.842666667
20191,70016,0.846666667
20192,70106,0.862666667
20193,69402,0.854
20194,68894,0.866
20195,69466,0.857333333
20196,70474,0.872
20197,562768,1.864666667
20198,570856,1.854666667
20199,567884,1.838
20200,586472,1.827333333
20201,500428,1.849333333
20202,529628,1.762
20203,553000,1.795333333
20204,531540,1.854
20205,549110,1.844
20206,543264,1.838666667
20207,566070,1.856
20208,542408,1.919333333
20209,558104,1.91
20210,543006,1.909333333
20211,560044,1.923333333
20212,552734,1.930666667
20213,564590,1.912666667
20214,1027794,0.694
20215,1047674,0.69
20216,1061934,0.684
20217,1053994,0.692
20218,911154,0.689333333
20219,955322,0.700666667
20220,962462,0.696666667
20221,955154,0.696666667
20222,975420,0.698666667
20223,989570,0.703333333
20224,993974,0.704666667
20225,971872,0.705333333
20226,992974,0.715333333
20227,1002566,0.728666667
20228,996016,0.736666667
20229,1000882,0.76
20230,1023644,0.784
20231,45832,0.89
20232,48382,0.881333333
20233,48968,0.881333333
20234,47632,0.890666667
20235,41148,0.884666667
20236,43036,0.912
20237,42994,0.896666667
20238,41374,0.907333333
20239,44070,0.893333333
20240,45008,0.886666667
20241,42529,0.484666667
20242,40010,0.486
20243,45548,0.902666667
20244,45710,0.897333333
20245,43785,0.488
20246,43432,0.927333333
20247,46116,0.912666667
20248,2815522,1.646
20249,2861386,1.639333333
20250,2801908,1.625333333
20251,2861058,1.645333333
20252,2495948,1.654666667
20253,2571082,1.612
20254,2658862,1.681333333
20255,2618008,1.706
20256,2679984,1.71
20257,2671710,1.693333333
20258,2746862,1.734
20259,2681850,1.759333333
20260,2731948,1.768
20261,2713926,1.756666667
20262,2750754,1.772666667
20263,2720266,1.748
20264,2759638,1.710666667
20265,1908396,1.953333333
20266,1939960,1.949333333
20267,1922908,1.946
20268,1960776,1.938
20269,1651902,1.982666667
20270,1739228,1.916
20271,1791406,1.968
20272,1753466,1.992666667
20273,1809626,2.030666667
20274,1830666,2.066
20275,1852128,2.009333333
20276,1818794,2.089333333
20277,1875034,2.143333333
20278,1898470,2.188666667
20279,1881082,2.113333333
20280,1872318,2.107333333
20281,1916224,2.128666667
20282,89438,0.882
20283,96220,0.863333333
20284,96132,0.862666667
20285,93728,0.882666667
20286,77098,0.898666667
20287,88524,0.867333333
20288,87756,0.853333333
20289,85214,0.862
20290,91954,0.855333333
20291,91512,0.870666667
20292,88790,0.896666667
20293,86548,0.907333333
20294,91792,0.894
20295,92986,0.901333333
20296,91652,0.907333333
20297,89590,0.909333333
20298,94216,0.898
20299,270712,3.052666667
20300,275118,3.038
20301,275144,3.026666667
20302,277966,2.998666667
20303,262152,2.793333333
20304,272120,2.741333333
20305,276418,2.84
20306,272678,2.894666667
20307,278368,2.904
20308,283818,2.908666667
20309,284150,2.933333333
20310,273474,3.026
20311,278388,3.049333333
20312,276740,3.058666667
20313,275862,3.060666667
20314,277786,3.006
20315,284416,2.986666667
20316,39940,2.346
20317,40690,2.361333333
20318,40052,2.354666667
20319,40988,2.39
20320,35664,2.392
20321,35512,2.462
20322,36998,2.508
20323,36350,2.567333333
20324,37488,2.632666667
20325,36708,2.688
20326,37660,2.686
20327,39130,2.587333333
20328,40124,2.626666667
20329,40008,2.660666667
20330,40924,2.611333333
20331,39202,2.583333333
20332,39816,2.586
20333,108464,0.766
20334,113368,0.754666667
20335,114578,0.758666667
20336,107426,0.786666667
20337,89886,0.806666667
20338,98946,0.803333333
20339,99656,0.797333333
20340,94084,0.809333333
20341,99654,0.800666667
20342,101486,0.807333333
20343,101518,0.815333333
20344,97948,0.821333333
20345,103142,0.810666667
20346,104520,0.818666667
20347,102138,0.820666667
20348,98342,0.831333333
20349,103022,0.823333333
20350,387644,0.850666667
20351,394936,0.850666667
20352,388018,0.845333333
20353,388040,0.850666667
20354,336236,0.861333333
20355,354746,0.858666667
20356,369380,0.847333333
20357,365870,0.844666667
20358,374246,0.853333333
20359,369102,0.859333333
20360,377584,0.862666667
20361,368230,0.870666667
20362,374846,0.872666667
20363,374172,0.872
20364,379130,0.885333333
20365,372468,0.898
20366,381742,0.888666667
20367,269366,1.088666667
20368,273840,1.094666667
20369,266718,1.061333333
20370,276832,1.090666667
20371,239044,1.052
20372,251674,1.032
20373,265250,1.06
20374,261632,1.073333333
20375,266226,1.052666667
20376,262196,1.068
20377,271790,1.074666667
20378,270928,1.074
20379,274678,1.096
20380,267876,1.056
20381,275054,1.076666667
20382,271522,1.09
20383,276822,1.101333333
20384,124250,0.828
20385,162252,0.776
20386,179508,0.741333333
20387,134402,0.807333333
20388,117712,0.832
20389,159176,0.746666667
20390,129770,0.797333333
20391,116874,0.824
20392,154336,0.754
20393,173322,0.733333333
20394,124985,0.478666667
20395,112293,0.478666667
20396,151564,0.796666667
20397,167262,0.759333333
20398,123714,0.488666667
20399,127244,0.848
20400,160838,0.796
20401,2038678,1.479333333
20402,2072324,1.48
20403,2050196,1.479333333
20404,2103870,1.49
20405,1905126,1.464
20406,1936266,1.462666667
20407,1970622,1.496666667
20408,1927006,1.485333333
