id,establishments,%chg_lq_estabishments
1560,218,25.95
1561,1688,8.84
1562,1772,13.45
1563,1844,11
1564,450,19.77
1565,2204,8.55
1566,764,17.21
1567,972,15.68
1568,826,13.71
1569,830,17.7
1570,734,9.58
1571,316,16.03
1572,1882,9.68
1573,202,27.09
1574,1398,10.01
1575,952,11.12
1576,730,12.67
1577,498,23.74
1578,624,17.63
1579,1132,9.27
1580,1626,10.97
1581,2842,7.82
1582,1186,16.79
1583,532,14.79
1584,580,14.52
1585,444,16.27
1586,1696,10.88
1587,1158,8.66
1588,2560,8.56
1589,2392,8.65
1590,984,13.17
1591,5628,5.73
1592,1452,10.11
1593,1714,14.21
1594,262,24.59
1595,490,14.2
1596,1292,12.2
1597,864,15.33
1598,562,12.81
1599,1102,8.06
1600,20080,4.02
1601,424,17.6
1602,948,10.87
1603,3706,7.18
1604,82530,3.52
1605,1234,15.8
1606,190,28.45
1607,296,18.09
1608,2818,8.56
1609,456,13.67
1610,402,19.14
1611,1906,10.46
1612,1518,7.66
1613,296,22.66
1614,4090,6.12
1615,1204,13.89
1616,1346,15.47
1617,1326,7.93
1618,1446,9.51
1619,866,10.94
1620,1642,7.97
1621,144,30.28
1622,988,11.73
1623,30908,3.8
1624,43070,2.47
1625,992,11.7
1626,530,21.19
1627,380,23.41
1628,416,11.95
1629,1004,10.13
1630,100,31.08
1631,5498,7.66
1632,416,17.48
1633,986,10.66
1634,184,21.24
1635,760,12.33
1636,570,9.22
1637,338,12.61
1638,1048,12.84
1639,10016,4.55
1640,14310,3.62
1641,118,47.06
1642,588,20.3
1643,58,39.81
1644,296,14.52
1645,1166,12.77
1646,756,10.46
1647,198,22.99
1648,2018,7.89
1649,5964,7.59
1650,178,21.57
1651,1416,10.02
1652,148,25.26
1653,976,10.59
1654,226,18.44
1655,306,15.64
1656,10782,4.39
1657,292,15.67
1658,2034,6.59
1659,40,46.49
1660,360,21.52
1661,436,15.22
1662,192,19.93
1663,434,18.1
1664,98,38.11
1665,3702,5.63
1666,1208,8.74
1667,536,19.42
1668,480,22.44
1669,902,12.04
1670,434,17.93
1671,2558,6.08
1672,652,14.12
1673,466,13
1674,556,14.47
1675,434,21.73
1676,70,32.24
1677,668,21.41
1678,196,24.1
1679,82,31.4
1680,13098,4.17
1681,8392,3.84
1682,2158,7.02
1683,548,15.86
1684,38,35.74
1685,22,58.67
1686,46,45.4
1687,510,12.38
1688,782,11.31
1689,206,29.25
1690,346,16.58
1691,3696,6.95
1692,492,13.48
1693,544,17.34
1694,1320,11.89
1695,680,14.35
1696,470,13.48
1697,620,16.91
1698,740,12.59
1699,570,15.87
1700,630,11.85
1701,830,11.55
1702,978,16.22
1703,990,10.32
1704,646,16.82
1705,1616,10.02
1706,156,22.13
1707,296,26.72
1708,2276,8.14
1709,36288,3.32
1710,168,21.75
1711,560,15.22
1712,236,28.58
1713,174,27.21
1714,462,17.12
1715,1536,10.72
1716,150,31.9
1717,236,15.56
1718,152,19.53
1719,114,21.75
1720,236,22.12
1721,4050,6.22
1722,714,9.5
1723,260,22.46
1724,76,35.28
1725,196,22.71
1726,1054,12.42
1727,74,23.89
1728,428,17.14
1729,534,15.54
1730,292,23.39
1731,410,12.85
1732,794,11.19
1733,62,31.96
1734,314,15.06
1735,642,21.04
1736,19302,5.69
1737,2390,11.65
1738,84,22.7
1739,44,34.81
1740,22,56.75
1741,2792,8.22
1742,544,11.8
1743,372,19.17
1744,246,21.86
1745,452,19.46
1746,366,17.58
1747,1012,13.4
1748,194,26.69
1749,328,15.15
1750,842,11.24
1751,480,10.82
1752,2252,8.46
1753,356,15.12
1754,914,13.27
1755,620,14.32
1756,116,27.68
1757,756,13.26
1758,8186,4.92
1759,1230,12.76
1760,2644,9.71
1761,1014,10.01
1762,492,18.25
1763,220,20.67
1764,52,46.45
1765,200,18.52
1766,502,20.48
1767,80,37.82
1768,336,24.63
1769,474,14.78
1770,1278,7.41
1771,550,14.08
1772,248,21.79
1773,76,21
1774,1234,9.1
1775,11936,3.28
1776,1236,11.98
1777,113688,3.03
1778,3602,4.91
1779,2724,11.76
1780,54,25.11
1781,106,16.16
1782,976,13.3
1783,258,18.61
1784,230,32.68
1785,2102,8.8
1786,176,30.64
1787,1722,8.73
1788,214,26.67
1789,476,6.05
1790,30552,3.72
1791,518,26.68
1792,4164,14.46
1793,5936,3.89
1794,4170,9.41
1795,4000,9.48
1796,4330,9.98
1797,1970,22.45
1798,6622,10.2
1799,24590,5.27
1800,10412,22.2
1801,22368,5.62
1802,5950,7.76
1803,2192,13.71
1804,21502,2.75
1805,13288,5.78
1806,66576,3.31
1807,22426,5.38
1808,24828,4.49
1809,7684,4.93
1810,6536,6.6
1811,41878,4.1
1812,13068,4.37
1813,31940,3.29
1814,8016,5.96
1815,22558,4.85
1816,45376,3.53
1817,40562,3.98
1818,34088,3.79
1819,27474,3.96
1820,25784,3.39
1821,2704,8.97
1822,20456,3.78
1823,6804,6.01
1824,29586,3.4
1825,5426,6.05
1826,58826,2.4
1827,40488,4.67
1828,226,36.08
1829,3738,11.28
1830,934,31.97
1831,1048,24.45
1832,2580,10.54
1833,152,40.21
1834,10224,8.78
1835,3964,9.69
1836,1512,14.69
1837,340,33.79
1838,76,52.41
1839,320,30.34
1840,4316,7.48
1841,1684,14.2
1842,1000,9.87
1843,1110,15.01
1844,2592,13.08
1845,292,29.29
1846,2452,14.78
1847,652,25.14
1848,1748,18.51
1849,894,15.61
1850,5146,7.75
1851,5886,8.45
1852,1608,24.21
1853,12188,8.03
1854,700,22.9
1855,794,25
1856,2684,10.81
1857,686,20.92
1858,358,30.63
1859,2820,15.32
1860,10384,3.37
1861,20712,7.13
1862,1856,14.82
1863,38506,5.14
1864,8712,7.14
1865,3606,13.26
1866,3390,9.5
1867,6284,8.94
1868,3812,9.65
1869,2056,15.79
1870,3916,9.87
1871,4106,9.41
1872,2196,9.97
1873,2370,15.18
1874,16882,6.12
1875,48966,4.69
1876,2548,12.43
1877,2238,17.05
1878,2356,9.17
1879,2872,9.95
1880,2600,11.93
1881,472,25.42
1882,2460,12.44
1883,5698,10.78
1884,132852,3.33
1885,1186,15.08
1886,2864,12.67
1887,3220,9.76
1888,37836,4.06
1889,2394,9.25
1890,108400,3.22
1891,262832,2.91
1892,9712,5.85
1893,10580,9.27
1894,25328,5.4
1895,6420,7.41
1896,21468,6.03
1897,1530,12.46
1898,4606,9.34
1899,3084,11.12
1900,6164,4.56
1901,108468,3.43
1902,6766,8.5
1903,20256,4.43
1904,22360,4.37
1905,4160,14.97
1906,12038,5.48
1907,6884,5.86
1908,1398,15.15
1909,864,16.87
1910,1542,14.54
1911,4262,12.02
1912,107366,3.65
1913,4162,10.76
1914,1780,11.43
1915,5298,6.39
1916,10620,7.12
1917,4784,7.6
1918,2392,11.73
1919,4140,9.34
1920,72356,3.82
1921,1798,12.5
1922,1308,11.53
1923,62186,2.56
1924,7460,4.32
1925,1192,6.68
1926,622,13.24
1927,974,11.68
1928,1366,9.41
1929,1238,8.81
1930,2420,7.75
1931,624,17.22
1932,1260,11.8
1933,6364,4.57
1934,20556,3.77
1935,3042,7.56
1936,10346,4.34
1937,2828,6.01
1938,378,15.52
1939,4690,6.05
1940,588,14.63
1941,9272,4.61
1942,3296,5.79
1943,1496,9.4
1944,766,10.31
1945,524,10.01
1946,4196,6.71
1947,2150,9.54
1948,4758,6.44
1949,12954,5.45
1950,1572,8.34
1951,4118,5.42
1952,5914,4.97
1953,1940,5.93
1954,2238,7.87
1955,18136,3.04
1956,1906,8.82
1957,19596,3.71
1958,2506,5.51
1959,9108,4.42
1960,336,20.82
1961,372,14.34
1962,1934,7.91
1963,660,12.82
1964,30282,3.69
1965,2020,9.18
1966,3736,6.24
1967,3234,5.5
1968,6682,4.91
1969,958,10.65
1970,1122,6.52
1971,418,18.31
1972,11614,3.37
1973,2240,6.21
1974,7718,4.65
1975,396,15.38
1976,2952,5.09
1977,2688,7.16
1978,3984,4.72
1979,1666,7.02
1980,2488,5.88
1981,844,9.53
1982,992,11.34
1983,83296,3.2
1984,760,12.1
1985,1074,9.82
1986,5484,5.38
1987,4406,5.23
1988,18114,3.7
1989,654,16.46
1990,6860,6.08
1991,8734,3.94
1992,642,14.81
1993,2002,7.91
1994,2798,5.97
1995,494,13.76
1996,1514,7.4
1997,7818,5.11
1998,1194,7.13
1999,5194,5.34
2000,1790,8.29
2001,4084,7.09
2002,3362,5.79
2003,5678,5.62
2004,2650,7.61
2005,2384,8.04
2006,1264,8.47
2007,2854,7.58
2008,1498,9.51
2009,3624,7.06
2010,962,12.02
2011,1974,6.44
2012,190,28.04
2013,12106,3.85
2014,1746,7.62
2015,77166,3.06
2016,636,14.15
2017,490,14.26
2018,3564,4.99
2019,4630,7.3
2020,2694,7.66
2021,3966,5.7
2022,1350,8
2023,754,10.78
2024,37938,2.92
2025,250,14.65
2026,850,14.25
2027,278,35.74
2028,98,21.96
2029,616,17.99
2030,378,14.89
2031,246,24.14
2032,7710,6.97
2033,14986,4.17
2034,322,19.71
2035,496,10.99
2036,258,19.05
2037,436,12.63
2038,202,23.14
2039,346,19.05
2040,328,14.13
2041,178,18.47
2042,4640,8.14
2043,194,24.16
2044,202,20.23
2045,274,17.57
2046,228,21.37
2047,430,17.66
2048,196,22.89
2049,380,21.54
2050,276,16.87
2051,1718,6.28
2052,740,17.32
2053,622,12.77
2054,2114,6.63
2055,1096,9.96
2056,314,21.74
2057,116,23.81
2058,780,17.21
2059,398,15.12
2060,1012,14.33
2061,512,13.86
2062,278,20.01
2063,1276,11.92
2064,510,23.18
2065,336,18.48
2066,90,37.19
2067,138,42.31
2068,46,19.69
2069,2886,6.13
2070,160,27.75
2071,1660,10.52
2072,204,20.84
2073,754,11.57
2074,1034,11.74
2075,4772,8
2076,388,14.93
2077,4318,5.91
2078,1340,9.21
2079,1258,11.2
2080,5054,6.58
2081,2328,9.51
2082,4248,8.76
2083,2502,12.02
2084,2126,10.08
2085,3268,9.38
2086,1360,13.2
2087,16150,4.53
2088,1074,12.18
2089,1382,12.47
2090,5012,6.96
2091,8350,5.09
2092,1750,11.17
2093,4312,8.88
2094,1416,12.11
2095,1846,11.56
2096,72996,4.45
2097,2458,9.5
2098,1730,10.79
2099,11582,4.15
2100,3960,7.73
2101,6214,6.73
2102,1274,10.37
2103,68756,4.24
2104,2158,9.35
2105,1400,13.21
2106,5942,4.5
2107,7538,6.83
2108,1928,12.69
2109,49356,3.88
2110,3638,8.04
2111,1050,16.29
2112,698,19.68
2113,1332,14.11
2114,1530,12.24
2115,1126,12.63
2116,2928,7.05
2117,2632,10.25
2118,1472,12.32
2119,2774,11.36
2120,2434,9.49
2121,12704,4.64
2122,1932,10.43
2123,7054,6.6
2124,1870,11.36
2125,12584,5.71
2126,20350,4.75
2127,1748,11.57
2128,11832,5.56
2129,2448,9.92
2130,9196,5.26
2131,730,17.85
2132,2280,9.77
2133,4672,7.12
2134,752,17.48
2135,24302,4.96
2136,434,24.16
2137,990,14.22
2138,3782,8.64
2139,554,19.89
2140,2300,10.75
2141,798,14.81
2142,1138,14.21
2143,1956,10.56
2144,1096,13.62
2145,6794,6.51
2146,1524,12.22
2147,1648,11.4
2148,5608,7
2149,2868,9.69
2150,2780,8.48
2151,2832,9.55
2152,2314,10.62
2153,2084,10.33
2154,17366,4.85
2155,29202,4.46
2156,8514,6.98
2157,4610,8.75
2158,2734,7.94
2159,1266,13.64
2160,438,20.17
2161,10670,4.65
2162,3226,9.31
2163,5450,6.95
2164,1760,10.81
2165,6196,7.53
2166,1102,13.66
2167,37560,2.59
2168,584,18.81
2169,296,28.78
2170,630,18.29
2171,332,21.9
2172,1620,7.91
2173,634,20.28
2174,2000,10.27
2175,1224,17.48
2176,6476,4.94
2177,3438,7.56
2178,1578,11.47
2179,718,18
2180,198,31.77
2181,12118,3.79
2182,222,27.44
2183,4868,8.09
2184,220,33.41
2185,844,15.4
2186,3062,7.43
2187,2036,9.54
2188,1694,9.12
2189,390,21.16
2190,268,21.05
2191,3450,8.85
2192,1574,9.39
2193,2406,8.46
2194,336,23.02
2195,228,40.93
2196,140,37.53
2197,282,20.57
2198,508,17.68
2199,574,20.99
2200,1268,16.61
2201,282,29.07
2202,454,26.92
2203,2394,10.21
2204,1184,9.64
2205,478,25.24
2206,410,22.04
2207,1904,13.91
2208,1334,11.4
2209,1560,9.26
2210,454,17.77
2211,2184,7.6
2212,1470,16.39
2213,824,13.31
2214,502,15.48
2215,576,13.41
2216,1840,11.9
2217,730,17.87
2218,3050,10.36
2219,498,22.41
2220,376,23.2
2221,436,21.91
2222,56944,3.87
2223,1526,13.98
2224,1098,18.66
2225,1376,13.63
2226,618,17.17
2227,4104,6.63
2228,2038,14.84
2229,2314,13.08
2230,2832,7.83
2231,520,23.44
2232,228,27.6
2233,3880,6.75
2234,1032,15.38
2235,1406,12.59
2236,2280,7.68
2237,1136,13.87
2238,370,25.5
2239,45392,3.13
2240,1562,7.64
2241,2580,6.21
2242,540,22.59
2243,656,16.46
2244,1642,10.79
2245,8122,4.02
2246,1374,13.36
2247,5714,5.3
2248,31166,3.76
2249,3526,7.13
2250,2716,6.26
2251,4060,8.46
2252,1474,8.48
2253,1686,9.14
2254,18778,4.25
2255,6806,7.24
2256,246,21.33
2257,656,23.07
2258,638,18.88
2259,2752,5.59
2260,15644,4.85
2261,1258,10.65
2262,5238,5.28
2263,4400,10.16
2264,688,16.58
2265,25666,4.82
2266,3968,8.07
2267,7502,6.24
2268,2196,11.41
2269,23066,6.72
2270,742,13.43
2271,73130,3.63
2272,4258,5.53
2273,236,29.23
2274,2036,11.65
2275,4620,9.7
2276,2034,9.97
2277,870,11.97
2278,2156,10.48
2279,40834,3.18
2280,130,23.79
2281,6748,4.94
2282,12126,3.81
2283,4344,7.19
2284,70832,4.06
2285,2948,11.49
2286,7374,6.63
2287,2392,11.7
2288,17772,5.66
2289,6846,6.17
2290,3132,10.19
2291,40554,3.63
2292,10212,5.88
2293,6760,10.15
2294,298,19.08
2295,2530,9.33
2296,7278,7.46
2297,31550,4.02
2298,2122,13.14
2299,4232,10.71
2300,1810,13.33
2301,3142,9.89
2302,4336,9.12
2303,13190,6.07
2304,14898,6.35
2305,28162,4.03
2306,1972,9.18
2307,13704,5.95
2308,5682,9.6
2309,320,28.69
2310,6648,7.28
2311,630,19.69
2312,1604,14.82
2313,1978,15.65
2314,3978,10.04
2315,2388,10.48
2316,1090,14.43
2317,11164,5.84
2318,27606,4.29
2319,3992,6.8
2320,5722,6.99
2321,17498,4.36
2322,14814,5.72
2323,6230,8.12
2324,2284,10.45
2325,5802,7.01
2326,2118,9.38
2327,7094,7.13
2328,55720,3.52
2329,962,12.17
2330,13700,5.31
2331,3682,9.28
2332,1784,11.93
2333,69772,3.88
2334,2096,9.02
2335,892,17.29
2336,6070,9.48
2337,1948,11.3
2338,3706,10.46
2339,398,23.38
2340,1958,12.83
2341,2044,12.74
2342,2022,9.51
2343,2464,9.91
2344,2070,10.73
2345,11082,6.53
2346,2778,9.24
2347,18366,6.29
2348,1446,9.56
2349,18436,5.56
2350,65700,2.33
2351,3210,3.84
2352,11348,3.49
2353,6872,4.91
2354,38314,3.95
2355,9188,4.77
2356,10084,2.92
2357,714,15.94
2358,6282,6.23
2359,344,25.9
2360,7616,5.43
2361,592,14.38
2362,812,14.59
2363,12558,3.71
2364,6894,6.4
2365,512,14.53
2366,34762,3.82
2367,1778,7.93
2368,1122,11.02
2369,1420,10.88
2370,1224,12.49
2371,1544,9.94
2372,2248,9.37
2373,978,11.25
2374,5270,5.05
2375,732,14.87
2376,746,16.65
2377,6642,5.79
2378,3930,5.3
2379,31566,3.69
2380,2882,9.08
2381,772,18.82
2382,19756,3.28
2383,1544,7.06
2384,2616,6.82
2385,3126,5.86
2386,1790,9.9
2387,588,16.16
2388,14506,4.6
2389,312,29.49
2390,1032,12.09
2391,708,17.31
2392,1664,11.85
2393,3490,5.86
2394,3384,8.6
2395,4802,5.3
2396,21644,5.76
2397,562,17
2398,13578,4.96
2399,4202,8.08
2400,894,14.46
2401,1266,12.22
2402,13308,3.77
2403,36312,2.47
2404,214,27.9
2405,1332,13.23
2406,186,39.62
2407,434,22.66
2408,2206,9.84
2409,2928,10.14
2410,516,17.48
2411,60,55.12
2412,798,12.46
2413,142,20.37
2414,704,18.71
2415,364,20.28
2416,820,15.31
2417,2526,9.08
2418,132,50.34
2419,732,16
2420,1638,9.81
2421,494,22.82
2422,348,21.7
2423,282,35
2424,256,18.21
2425,360,17.92
2426,610,20.13
2427,210,27.96
2428,714,13.23
2429,470,15.79
2430,220,23.44
2431,482,15.83
2432,342,16.84
2433,204,17.03
2434,140,31.48
2435,1740,18.84
2436,542,18.81
2437,136,22.77
2438,172,33.21
2439,216,19.12
2440,132,29.23
2441,458,18.53
2442,944,13.99
2443,2584,7.49
2444,4208,4.71
2445,256,31.54
2446,446,17.32
2447,174,21.9
2448,394,18.48
2449,1734,10.17
2450,84,60.94
2451,216,22.78
2452,15618,4.48
2453,412,17.3
2454,228,33.83
2455,9474,6.08
2456,294,20.53
2457,262,23.17
2458,586,22.68
2459,156,22.4
2460,538,23.5
2461,300,14.81
2462,192,18.46
2463,206,37.88
2464,528,17.84
2465,616,16.42
2466,1482,7.57
2467,506,20.2
2468,1714,11.58
2469,66,49.23
2470,878,12.74
2471,3428,5.55
2472,1784,7.48
2473,644,14.01
2474,314,18.33
2475,5194,4.37
2476,3982,4.61
2477,1312,9.59
2478,462,12.02
2479,968,14.87
2480,1428,8.81
2481,1420,7.94
2482,550,11.09
2483,992,11.62
2484,290,17.19
2485,1036,10.88
2486,2674,8.48
2487,562,13.38
2488,2476,5.49
2489,50466,3.16
2490,466,13.7
2491,704,10.91
2492,2264,7.17
2493,1674,9.68
2494,1298,8.54
2495,624,13.47
2496,1606,9.63
2497,1982,9.1
2498,1288,9.99
2499,584,13.1
2500,2574,7.1
2501,392,19.08
2502,2728,7.32
2503,20918,3.81
2504,156,24.1
2505,780,15.49
2506,1100,11.51
2507,1420,9.07
2508,668,11.17
2509,1062,9.99
2510,1520,10.7
2511,656,11.61
2512,236,23.15
2513,718,13.17
2514,276,19.17
2515,1584,9.48
2516,552,13.45
2517,26536,3.39
2518,206,27.69
2519,738,13.98
2520,1518,10.02
2521,446,13.82
2522,1290,8.68
2523,2162,6.12
2524,1890,7.26
2525,896,13.17
2526,730,9.43
2527,5086,6.65
2528,964,12.95
2529,1154,10.95
2530,4320,5.97
2531,252,18.75
2532,1528,7.4
2533,6824,4.41
2534,174,19.82
2535,400,21.05
2536,1388,11.11
2537,756,13.09
2538,258,19.37
2539,234,17.5
2540,542,16.09
2541,4126,6.22
2542,996,9.9
2543,1638,8.86
2544,2510,5.82
2545,12520,3.35
2546,714,12.67
2547,474,11.29
2548,5968,3.77
2549,42884,3.15
2550,672,18.51
2551,404,21.16
2552,7092,4.09
2553,8124,3.63
2554,1600,8.69
2555,260,16.36
2556,540,13.09
2557,522,11.62
2558,134,29.04
2559,1678,8.13
2560,6264,4.95
2561,490,14.97
2562,1184,12.56
2563,956,9.2
2564,19770,2.71
2565,6458,3.88
2566,22102,3.16
2567,3214,7.29
2568,1052,7.38
2569,3832,6.99
2570,1214,6.21
2571,512,16.03
2572,140,17.08
2573,1836,7.7
2574,2456,6.37
2575,490,13.56
2576,954,9.89
2577,3184,6.44
2578,360,18.52
2579,1158,14.68
2580,11784,5.44
2581,88490,3.09
2582,870,8.79
2583,128,22.7
2584,798,15.33
2585,4816,6.85
2586,12588,4.83
2587,9744,5.32
2588,792,17.72
2589,162,31.03
2590,336,21.31
2591,1822,10.87
2592,878,10.39
2593,2840,6.4
2594,1564,10.35
2595,1316,8.94
2596,542,12.41
2597,13382,5
2598,548,10.08
2599,348,16.77
2600,1158,11.15
2601,578,11.34
2602,1538,7.76
2603,1744,10.09
2604,452,16.58
2605,374,20.47
2606,228,26.72
2607,186,27.53
2608,480,19.43
2609,57594,2.59
2610,240,22.68
2611,1252,11.45
2612,8330,3.66
2613,726,11.14
2614,168,29.86
2615,2090,7.96
2616,2236,9.54
2617,158,26.22
2618,220,17.46
2619,410,13.1
2620,408,16.12
2621,232,31.22
2622,794,9.44
2623,161396,2.7
2624,1036,11.64
2625,1000,8.97
2626,216,26.17
2627,33786,2.97
2628,1204,11.68
2629,136,31.62
2630,684,14.73
2631,260,23.52
2632,402,21.63
2633,1054,11.12
2634,8556,3.63
2635,150,24.77
2636,6614,5.18
2637,31630,3.78
2638,2368,7.92
2639,588,20.96
2640,1208,14.35
2641,1714,8.77
2642,262,18.22
2643,530,13.81
2644,124,23.99
2645,30154,3
2646,452,13.89
2647,838,12.11
2648,856,13.37
2649,1314,8.12
2650,12896,4.9
2651,378,16.1
2652,2312,6.45
2653,260,9.84
2654,348,19.04
2655,1136,12.78
2656,1170,10.63
2657,6288,5.85
2658,8700,4.52
2659,1060,11.91
2660,4640,5.92
2661,1756,9.5
2662,252,26.25
2663,546,14.18
2664,462,13.32
2665,248,24.82
2666,1902,7.73
2667,239762,2.54
2668,2860,6.84
2669,326,12.32
2670,436,21.73
2671,9704,3.84
2672,422,15.28
2673,3134,7.28
2674,25926,4.39
2675,1590,11.94
2676,1286,8.51
2677,3112,5.54
2678,1746,9.31
2679,1822,8.13
2680,1922,8.89
2681,182,38.07
2682,3230,7.85
2683,966,11.7
2684,164,17.65
2685,494,15.05
2686,878,12.61
2687,1300,10.6
2688,176,27.48
2689,11800,5.29
2690,268,24.66
2691,1728,7.97
2692,6966,5.01
2693,680,17.64
2694,864,12.8
2695,4416,5.14
2696,3260,4.07
2697,64,21.16
2698,80,42.98
2699,3102,6.26
2700,358,19.74
2701,48,38.2
2702,158,29.78
2703,1284,15.94
2704,318,24.28
2705,2508,8.42
2706,884,13.37
2707,912,10.82
2708,408,14.45
2709,1004,10.78
2710,874,10.46
2711,910,12.23
2712,2512,9.01
2713,788,14.25
2714,222,27.58
2715,638,10.36
2716,1122,10.11
2717,36,8.65
2718,15904,4.2
2719,438,15.02
2720,576,17.21
2721,11122,5.43
2722,168,17.61
2723,604,14.6
2724,328,13.5
2725,492,13.6
2726,338,14.81
2727,1704,10.93
2728,1782,9.11
2729,1742,10.67
2730,174,32.12
2731,12402,3.67
2732,966,12.55
2733,286,17.35
2734,390,20.61
2735,1014,11.44
2736,25616,3.11
2737,1090,11.35
2738,502,14.06
2739,130,35.9
2740,2822,8.45
2741,2030,9.52
2742,278,23.91
2743,840,14.72
2744,16880,4.74
2745,812,10.58
2746,210,27.81
2747,2876,6.95
2748,1434,10.42
2749,1118,10.34
2750,6178,4.91
2751,644,13.17
2752,948,14.09
2753,1708,10.59
2754,7982,5.23
2755,380,25.96
2756,476,12.48
2757,5150,4.12
2758,328,16.05
2759,206,16.68
2760,524,17.73
2761,954,13.98
2762,420,22.34
2763,102,26.13
2764,734,14.88
2765,5500,3.81
2766,580,16.35
2767,1736,11.46
2768,448,17.06
2769,316,14.19
2770,538,15.5
2771,2346,9.02
2772,428,20.92
2773,190,26.28
2774,978,11.81
2775,328,14.89
2776,1202,10.72
2777,258,23.93
2778,13022,4.07
2779,458,9.83
2780,1228,14.06
2781,626,14.29
2782,188,20.73
2783,158,33.67
2784,372,12.72
2785,392,19.18
2786,93058,2.97
2787,7436,5.74
2788,96,35.86
2789,776,13.2
2790,136,34.57
2791,1930,8.09
2792,5992,7.51
2793,90092,2.91
2794,432,20.22
2795,674,18.81
2796,1164,9.51
2797,240,17.49
2798,1420,10.82
2799,1836,14.98
2800,2124,6.7
2801,4980,5.77
2802,2262,10.66
2803,1830,7.68
2804,828,10.5
2805,1996,7.2
2806,11198,4.19
2807,2376,7.46
2808,428,16.75
2809,6706,6.66
2810,696,14.35
2811,666,16.55
2812,24764,3.27
2813,1578,7.99
2814,496,11.23
2815,3002,6.65
2816,1800,8.49
2817,592,11.49
2818,1238,9.99
2819,358,18.84
2820,354,20.78
2821,83146,2.63
2822,472,22.24
2823,2894,11.17
2824,7712,6.09
2825,1224,17.41
2826,98,44.96
2827,18170,4.77
2828,1622,11.97
2829,502,32.01
2830,522,25.12
2831,1208,12.72
2832,3540,8.6
2833,610,17.6
2834,724,14.05
2835,782,21
2836,740,8.28
2837,94,36.74
2838,276,22.42
2839,97816,3.97
2840,668,28.29
2841,1268,17.53
2842,1450,17.85
2843,6056,4.97
2844,2442,13.18
2845,2468,11.47
2846,36256,4.17
2847,2496,7.48
2848,12932,4.83
2849,286,27.09
2850,12812,5.33
2851,2916,7.19
2852,3108,6.92
2853,2040,11.73
2854,14424,5.58
2855,330,25.64
2856,2568,10.07
2857,484,11.09
2858,2398,6.28
2859,1652,11.48
2860,1854,12.23
2861,4664,8.21
2862,5338,9.76
2863,3970,7.48
2864,4838,8.41
2865,1558,6.77
2866,2164,13.98
2867,7366,3.93
2868,706,17.31
2869,806,10.3
2870,1524,7.69
2871,970,8.7
2872,18098,4.51
2873,3804,7.8
2874,348,20.64
2875,4474,5.8
2876,244,24.35
2877,1726,9.65
2878,1142,12.58
2879,1050,14.74
2880,854,11.11
2881,2954,5.68
2882,1194,11.92
2883,1202,9.45
2884,452,10.6
2885,688,15.4
2886,18640,3.1
2887,906,9.37
2888,240,16.29
2889,2918,9
2890,470,13.95
2891,638,18.3
2892,962,14
2893,698,13.95
2894,72744,2.94
2895,4808,5.52
2896,936,7.57
2897,1172,8.11
2898,3000,6.2
2899,3826,5
2900,768,13.71
2901,2008,9.55
2902,1668,7.3
2903,754,12.74
2904,998,7.71
2905,436,16.86
2906,2048,9.46
2907,7530,3.81
2908,23472,3.4
2909,3176,5.38
2910,200,25.44
2911,1696,7.66
2912,3944,4.04
2913,328,17.83
2914,1226,9.1
2915,886,8.38
2916,972,9.55
2917,1046,12.37
2918,25434,4.01
2919,1922,6.95
2920,616,14.62
2921,720,14.34
2922,426,18.73
2923,2136,8.2
2924,746,10.25
2925,4660,6.51
2926,1074,10.64
2927,1024,8.64
2928,1160,11.23
2929,734,11.71
2930,878,13.98
2931,1830,7.16
2932,1162,9.67
2933,1058,9.59
2934,2730,7.18
2935,1620,5.77
2936,1442,10.08
2937,1264,14.15
2938,19010,3.36
2939,1634,11.65
2940,538,13.94
2941,466,21.31
2942,4946,4.81
2943,1016,9.92
2944,3686,6.18
2945,1178,13.14
2946,850,15.51
2947,2294,7.2
2948,1748,10.06
2949,668,17.83
2950,6256,4.1
2951,5670,4.64
2952,252,22.34
2953,544,17.22
2954,2094,9.86
2955,2138,7.86
2956,2974,7.7
2957,828,12.93
2958,1760,10.77
2959,1756,11.01
2960,3218,6.27
2961,12250,4.15
2962,1212,10.35
2963,268,11.74
2964,4946,5.68
2965,12406,3.51
2966,1464,5.52
2967,540,12.93
2968,3584,5.42
2969,572,10.5
2970,3360,4.98
2971,1978,6.83
2972,690,13.18
2973,3316,7.04
2974,816,10.26
2975,5670,9.61
2976,3434,5.99
2977,1050,7.79
2978,572,14.72
2979,5352,5.31
2980,3048,5.84
2981,602,5.07
2982,1918,6.81
2983,7928,5.8
2984,12146,5.01
2985,480,12.03
2986,1866,7.64
2987,490,3.79
2988,3658,7.17
2989,692,11.7
2990,15854,5.52
2991,6802,6.04
2992,2066,7.1
2993,1740,10.08
2994,3710,6.21
2995,24538,3.26
2996,1490,5.89
2997,1050,13.65
2998,2994,6.25
2999,65612,2.62
3000,1754,8.35
3001,1290,9.92
3002,12576,3.94
3003,6936,6.02
3004,5048,7.57
3005,32146,3.06
3006,506,14.32
3007,6342,5.01
3008,2502,8.31
3009,602,22.46
3010,5724,5.18
3011,194,34.83
3012,6718,6.28
3013,4828,7.64
3014,4290,5.61
3015,2304,7.94
3016,183822,2.75
3017,14346,4.72
3018,2916,7.77
3019,1666,11.16
3020,5126,7.7
