id,area_code,establishments,total_employed,total_wages,taxable_wage
1,1001,1778,66384,238572054,97010816
2,1003,13072,452026,1439657260,749596298
3,1005,1128,49570,160195240,80797450
4,1007,730,29156,110388552,48400892
5,1009,1568,51336,152730444,72113324
6,1011,360,17762,55307524,29787564
7,1013,962,40826,121290058,66895052
8,1015,5042,267060,920071262,368232964
9,1017,1246,51340,165330130,79057962
10,1019,830,30778,87242788,45283196
11,1021,1650,56964,184675392,92598130
12,1023,650,20830,91754162,39154020
13,1025,1318,48214,171935206,78760352
14,1027,436,26278,80969036,44395710
15,1029,460,12514,43223722,18730158
16,1031,2106,97620,290891866,163411444
17,1033,2704,143294,545931334,249033228
18,1035,504,20246,63304714,32640586
19,1037,272,8402,25392974,12647402
20,1039,1812,71622,222105330,114998816
21,1041,540,21906,67281094,38511692
22,1043,3692,173968,571612210,294585332
23,1045,1754,102954,467866134,161919204
24,1047,1702,72034,251204498,117491614
25,1049,2444,133390,423412576,239114658
26,1051,2830,118456,359535538,176942948
27,1053,1644,76540,265709116,128021392
28,1055,4148,207530,737500826,349557210
29,1057,684,23876,68796472,32664562
30,1059,1188,66376,204684012,118011630
31,1061,1006,30264,83643764,48652298
32,1063,322,11414,31572568,14867122
33,1065,576,15930,49732700,21229244
34,1067,698,21144,73084656,36390652
35,1069,6028,292584,1070488578,476962136
36,1071,2010,91204,283588274,152085950
37,1073,38238,2111672,10754264970,3726061908
38,1075,548,20410,71947630,37167326
39,1077,4218,176608,544575666,266951968
40,1079,952,29914,92517544,40952432
41,1081,6642,358918,1240457030,491584332
42,1083,2970,146750,614306288,234628922
43,1085,350,13040,52289634,22479624
44,1087,492,28406,103500548,24681536
45,1089,19992,1253152,6874927968,2125020718
46,1091,1020,43480,158528966,72019036
47,1093,1234,61580,184907212,100515770
48,1095,4194,228952,733090856,409846680
49,1097,20578,1027358,4187830538,1746516330
50,1099,902,38000,144715808,65939586
51,1101,12794,778686,3095496696,1125828432
52,1103,5634,301886,1213052256,562093912
53,1105,314,11926,32522798,14067288
54,1107,666,22360,74037986,31608652
55,1109,1444,77666,266497058,134317456
56,1111,810,28768,82337392,42082676
57,1113,1878,84538,276267498,132135610
58,1115,3098,117482,400401310,201846440
59,1117,11698,505222,2511252414,1009847132
60,1119,502,17484,57007418,23688860
61,1121,2822,181708,681675108,332841588
62,1123,1728,77850,229355970,126061382
63,1125,9220,585428,2337230668,925607770
64,1127,2758,107658,354706374,179070288
65,1129,538,21666,121478234,42378938
66,1131,482,16538,63838828,26359556
67,1133,966,49468,160365890,96027282
68,1999,29474,336654,2183075811,835756274
69,2013,198,15444,75124614,69852412
70,2016,334,25614,132226706,125660768
71,2020,16346,808506,4142325808,2759909404
72,2050,700,42234,169073682,110412026
73,2060,260,3030,13642394,8842258
74,2063,820,17380,98952098,68475530
75,2066,286,5096,22106416,14254226
76,2068,290,5142,29935120,19873314
77,2070,316,12170,48423210,34448918
78,2090,4498,214104,954084648,542593036
79,2100,314,4154,12480234,7571926
80,2105,268,3676,11020224,5157244
81,2110,2232,97892,444386736,213815224
82,2122,4196,110122,474706334,276759810
83,2130,1188,37514,153687638,82041936
84,2150,948,33560,131917670,82977478
85,2158,276,12156,32853150,16722992
86,2164,240,2895,8503294,5302637
87,2170,4574,147322,551942528,397546060
88,2180,604,22858,101374088,68760304
89,2185,480,81724,781866954,630346130
90,2188,320,17122,108423418,84847536
91,2195,320,7020,23644138,10631532
92,2198,482,12390,40217970,24866564
93,2220,716,21660,83223028,38663218
94,2230,248,2157,7435804,5317881
95,2240,480,14228,84026818,54887948
96,2275,182,4538,13937310,4896170
97,2282,88,1346,5688419,4336970
98,2290,524,12364,39530616,16798030
99,2999,1614,8634,52876850,41303392
100,4001,1230,107490,406524646,90658016
101,4003,4546,212392,861320868,278183814
102,4005,6850,367770,1363371942,479476348
103,4007,1932,86082,322162384,125294388
104,4009,1112,58488,221271400,73218520
105,4011,182,31360,202243418,65344204
106,4012,714,37040,117553548,56911506
107,4013,213602,12619690,63310401192,22125616482
108,4015,7794,311848,1052926388,497198296
109,4017,3304,158092,520921086,177842906
110,4019,37916,2287862,9820582444,3418140662
111,4021,6602,391948,1455446390,530536734
112,4023,2294,85060,330210310,122703698
113,4025,11690,394680,1362189990,604766178
114,4027,6572,462528,1576239618,717380550
115,4999,26362,202902,1737580610,505175448
116,5001,1988,61756,202867978,108744284
117,5003,1150,35580,128863962,57431716
118,5005,2470,90288,269675756,122081630
119,5007,13886,757674,4951653276,1581238900
120,5009,1916,85056,271469080,119863802
121,5011,706,22754,67876820,30634806
122,5013,214,19033,101662604,41123215
123,5015,1580,64042,169411540,98901770
124,5017,1002,17126,47401006,21847166
125,5019,1330,54338,168989270,64074784
126,5021,722,18020,46246526,24972858
127,5023,1298,37578,105229684,56555532
128,5025,268,6350,17713034,8567476
129,5027,1402,47952,165569314,67285852
130,5029,1062,39666,131967670,54504926
131,5031,5760,315352,1093438734,435822068
132,5033,2554,118990,367346824,205326716
133,5035,2380,97318,305517672,153794442
134,5037,978,28798,80050550,36902500
135,5039,468,15676,45353428,25306938
136,5041,1028,27912,87516718,39363848
137,5043,1100,38586,115165956,50858316
138,5045,5886,249032,863973386,346612332
139,5047,764,28458,90396992,40489690
140,5049,430,12830,32992098,15214840
141,5051,6146,226754,721406730,338028274
142,5053,708,25084,86004010,38325150
143,5055,1776,91396,289330640,139832504
144,5057,1064,45472,147389616,66825560
145,5059,1244,50982,159484042,72470766
146,5061,728,38886,114141636,58977008
147,5063,1864,98048,323678356,136789832
148,5065,512,17368,47711394,22744058
149,5067,882,30852,99284846,40810798
150,5069,4062,161338,581805358,199069554
151,5071,992,51174,138100124,64688764
152,5073,332,6642,17320308,9263666
153,5075,824,23490,64427176,32622656
154,5077,538,8544,24381515,11737864
155,5079,570,16148,49575828,17203262
156,5081,524,20102,102431764,30503822
157,5083,988,31592,87853840,42288456
158,5085,2666,82518,242817638,119597674
159,5087,530,20726,61989606,32793222
160,5089,576,22022,61262894,34858970
161,5091,1790,78724,267318252,130808944
162,5093,2178,106290,462567128,185050330
163,5095,546,11850,31373506,16196350
164,5097,346,7220,16922616,7612400
165,5099,418,14898,54849408,25409464
166,5101,258,3363,9205378,2540327
167,5103,1326,40236,117280184,47052376
168,5105,314,6804,19243810,8569184
169,5107,1476,31546,87665116,43014560
170,5109,546,15576,42811822,21163864
171,5111,972,30214,103287160,44876800
172,5113,992,34862,97169170,46553456
173,5115,3702,150530,526389588,228493742
174,5117,526,8990,24577208,11872652
175,5119,28966,1493000,6665565614,2096653542
176,5121,800,35464,96933618,52228422
177,5123,1372,42814,135492932,57799764
178,5125,4270,150550,461607022,225756662
179,5127,398,18652,47770516,25072660
180,5129,354,8848,20795722,10102082
181,5131,7440,380580,1442559998,570855030
182,5133,644,28526,80882654,43358606
183,5135,786,20826,54115132,23790102
184,5137,568,14886,37631576,16804824
185,5139,2524,101606,486593660,172632718
186,5141,676,20136,60023368,23997240
187,5143,12678,666640,2591102416,1012087032
188,5145,3654,144648,455087952,182216638
189,5147,406,10620,32109122,13009058
190,5149,868,39002,104685796,56431454
191,5999,23786,111442,606721400,216573537
192,6001,131582,4761680,33423108392,8287603464
193,6003,164,5295,17349744,10246349
194,6005,2340,74884,292154202,83076312
195,6007,16822,480924,1802733594,621258230
196,6009,2714,59694,202873456,76367466
197,6011,1770,50378,186080914,82252302
198,6013,67906,2222976,14025387280,3832702074
199,6015,1642,48952,171340592,46590234
200,6017,11330,341926,1531134882,519378386
201,6019,76358,2361962,8990243618,3344351848
202,6021,2470,56564,207873528,84367134
203,6023,12044,302782,1073369112,393275082
204,6025,16288,387440,1385758974,480918932
205,6027,1532,45408,179500628,58262058
206,6029,43164,1938106,8129423422,2823224940
207,6031,8898,287778,1119590154,365713444
208,6033,6404,99142,343430578,128796046
209,6035,1466,55550,224112600,33538572
210,6037,1023670,27139780,156943946794,45519741092
211,6039,9180,310488,1185779406,439222634
212,6041,24956,689212,4670994458,1151847190
213,6043,1124,32904,111561742,37178292
214,6045,8496,192594,679152296,260859832
215,6047,13820,471982,1762245460,681953944
216,6049,766,14614,47198184,15089164
217,6051,1344,48786,159759366,68299664
218,6053,28488,1063276,4499589914,1593482462
219,6055,11692,461388,2239112282,781834758
220,6057,7578,196522,758337628,283207830
221,6059,254228,9887858,57059042628,17910369006
222,6061,27746,1044556,5226328366,1679919226
223,6063,1870,35784,133069072,41802940
224,6065,140500,4647434,18813495702,7085518754
225,6067,124854,4129682,22609452040,5460425644
226,6069,3296,98440,395151064,154434134
227,6071,128056,4736294,19830035232,7137174674
228,6073,232244,8945646,50970518102,14133761854
229,6075,122378,4566370,54894178242,8705083016
230,6077,37432,1555570,6360580110,2340241112
231,6079,21188,712990,2998944194,1043877430
232,6081,57628,2511588,31705753016,5113058962
233,6083,31434,1242550,5750915560,1871410338
234,6085,149604,6754198,84809640150,13339868818
235,6087,19294,609230,2909985074,913750236
236,6089,14916,399502,1520224252,574017236
237,6091,260,3048,8586840,3311250
238,6093,3540,81068,275233976,102344794
239,6095,23682,853318,4738346962,1239104796
240,6097,40392,1260562,6210664252,2120453446
241,6099,32720,1148850,4851790988,1780788114
242,6101,6962,185990,667853644,274515952
243,6103,4068,113358,407066128,156444446
244,6105,932,15548,52795656,16803306
245,6107,23130,971856,3458237974,1435940090
246,6109,3374,103192,400128748,135630240
247,6111,55610,1985736,10278450780,3236307582
248,6113,14312,633984,3233775786,841581494
249,6115,3368,115974,528387776,119498868
250,6999,94504,2263802,21103633926,5356830246
251,8001,23950,1356480,6621731778,3245684236
252,8003,1230,48830,164762562,90998322
253,8005,46546,1992446,12972994276,5841719162
254,8007,1222,25056,77794716,61979166
255,8009,232,6632,18719646,14694008
256,8011,198,6844,20179472,17250962
257,8013,32718,1042356,6677208242,2918265046
258,8014,5980,240901,2284578222,856577663
259,8015,2154,47338,156491222,93465618
260,8017,190,3406,12758276,8366713
261,8019,748,20504,84716464,50769382
262,8021,376,7049,19845113,14384696
263,8023,222,5606,15627286,13238962
264,8025,134,5160,17861030,11654351
265,8027,336,4822,13261132,9097630
266,8029,1890,49620,157708046,102690270
267,8031,71408,3188162,22401614264,9305858396
268,8033,168,2382,6548144,5464859
269,8035,26216,781304,4756680010,2282652668
270,8037,7196,217382,903740544,620379850
271,8039,1454,22484,82501468,61775086
272,8041,42738,1707994,7684256010,3846368940
273,8043,1946,79396,286981774,114643818
274,8045,5530,151024,655531130,358736392
275,8047,374,26754,115846636,90949832
276,8049,1840,49100,153548436,114992850
277,8051,2460,53242,174967202,115814244
278,8053,164,749,2038895,1578877
279,8055,374,10416,33931384,18989312
280,8057,186,3182,9778186,7397792
281,8059,42948,1451936,7842525902,3788144222
282,8061,98,2255,7014183,4151858
283,8063,604,17258,54526098,38519098
284,8065,500,15142,54143368,31879880
285,8067,5490,153314,622263564,358181868
286,8069,26136,985580,4613339014,2218059056
287,8071,1220,29136,94195160,63259088
288,8073,338,13196,46464670,22498198
289,8075,1296,46844,165295958,83853918
290,8077,10342,374406,1442806468,752270646
291,8079,152,4036,10970334,9105470
292,8081,910,27018,114680960,66012374
293,8083,1938,52872,165103984,106806704
294,8085,2966,91426,317934588,185134458
295,8087,1698,75576,285919794,186210440
296,8089,1020,36026,111307952,71580006
297,8091,684,10946,35069936,28069910
298,8093,1172,14678,50764640,35984182
299,8095,352,9930,32759864,23872630
300,8097,3786,105805,469843865,322921664
301,8099,792,27254,82120446,59423266
302,8101,7272,377464,1436941258,732851142
303,8103,522,16716,73022278,42370210
304,8105,908,23660,78854662,47937084
305,8107,3772,99342,380575846,245257368
306,8109,408,9272,25305700,21710352
307,8111,162,1567,3432723,3132138
308,8113,1438,37422,134515266,111790120
309,8115,178,4816,14585168,9213592
310,8117,4802,150452,520858030,368803950
311,8119,1932,43416,158152144,104954110
312,8121,302,5862,22952641,13464657
313,8123,16232,679994,3432808504,1845702034
314,8125,844,23444,80241842,62264234
315,8999,6786,63094,553758962,249797438
316,9001,74024,2448664,21760813704,6870864600
317,9003,58986,3056592,20143492074,8101258514
318,9005,12386,335767,1357892036,786503883
319,9007,11156,404176,2006658564,936086934
320,9009,50848,2194602,10901125696,4618054390
321,9011,15662,712984,3786743476,1623723584
322,9013,6698,242254,1033310480,401285740
323,9015,6126,209031,800652235,459981347
324,9999,11972,232013,2424203967,941854460
325,10001,8986,242734,1005186153,360848485
326,10003,43306,1740028,10709579322,4724341784
327,10005,15418,453049,1628008384,1053397467
328,10999,2370,22032,166113473,88761562
329,11001,83780,4666994,40310523432,7550934038
330,11999,32,378,5253004,1141774
331,12001,15040,807878,3449277388,907401872
332,12003,918,45746,132417646,46396760
333,12005,11708,444314,1583120792,665828736
334,12007,1048,32411,102367857,47045296
335,12009,33248,1342824,6015613082,2121159638
336,12011,145856,4963330,23957717992,8429853696
337,12013,510,17658,49392974,20037494
338,12015,9872,300290,1020453600,466816534
339,12017,6396,194408,624136386,291612716
340,12019,9374,322258,1093982986,474497556
341,12021,30862,949998,4094295956,1659662128
342,12023,3326,148674,495084094,206792842
343,12027,1378,58206,186412870,86275282
344,12029,496,16664,48876590,18770214
345,12031,62446,3162696,15748664534,5237439288
346,12033,16942,841118,3387310434,1163421946
347,12035,5466,147790,441848474,201046904
348,12037,736,20014,54788362,25223260
349,12039,1752,92560,290315226,127426378
350,12041,708,21896,75972916,27520422
351,12043,378,12668,46361406,18506226
352,12045,920,23190,79501246,29813450
353,12047,450,17536,79954872,20804684
354,12049,1126,42374,125157204,56461820
355,12051,1862,75096,249969556,108909392
356,12053,7924,270496,872961938,413213918
357,12055,4750,164158,484665670,215986076
358,12057,92936,4328128,22001775912,7298201422
359,12059,752,20876,53554818,18513060
360,12061,10504,326760,1230337268,511773146
361,12063,1970,88260,273054970,98921292
362,12065,652,15506,43686948,20029080
363,12067,274,8380,23187406,7719690
364,12069,17974,626366,2039675756,914296334
365,12071,47794,1660946,6556814936,2623694538
366,12073,18322,917566,3560602510,1011470984
367,12075,2016,53292,151339836,73284550
368,12077,250,11786,37748988,13640880
369,12079,792,27632,76148834,32364764
370,12081,23728,806366,3037220876,1353008618
371,12083,17672,649300,2123716952,973427492
372,12085,13346,425688,1576799288,679962374
373,12086,208214,7044784,35308539418,11761326756
374,12087,9288,256166,950720338,432945016
375,12089,4712,144174,521914970,209144438
376,12091,13544,514148,2096438230,751951436
377,12093,2092,69572,218802376,102816910
378,12095,92268,5250878,23634872654,8809123524
379,12097,15708,611398,1985497596,897718060
380,12099,120006,3752392,19024061924,6603891052
381,12101,23586,747212,2563368682,1074899046
382,12103,70304,2652128,11554529124,4313939444
383,12105,29078,1406632,5358998550,2252796332
384,12107,2898,97292,333016028,133308714
385,12109,16368,491076,2003535680,740946894
386,12111,14250,491314,1750762468,759209304
387,12113,7602,238236,799950338,327646546
388,12115,33728,1044826,4306561752,1814609542
389,12117,31876,1204270,5245628404,2022886942
390,12119,4210,196688,705314542,299532632
391,12121,1674,68558,208721304,93992646
392,12123,886,38762,129351492,57340100
393,12125,414,14726,45370825,16282844
394,12127,30596,1060256,3753451472,1484069950
395,12129,1064,35792,118858664,42092592
396,12131,6086,166870,570148564,251485616
397,12133,988,36944,109234234,43371094
398,12999,104272,1850430,14774790610,4208979646
399,13001,874,42624,229230206,76558774
400,13003,250,13422,41428052,24501458
401,13005,540,22220,67363434,34900666
402,13007,126,2242,7154368,4107010
403,13009,1716,94698,278081484,128011292
404,13011,568,25900,72339774,48974130
405,13013,2608,125844,443869594,233166214
406,13015,4752,250334,973324408,528731930
407,13017,682,33522,96474160,53802546
408,13019,536,20272,62372238,30780364
409,13021,8868,498946,1919047124,882221496
410,13023,390,12893,30948036,16541354
411,13025,432,15120,42845188,22825562
412,13027,562,19942,60978830,35450160
413,13029,1520,54450,163244732,82465814
414,13031,3156,156274,478249884,216370426
415,13033,796,90566,820927710,246877578
416,13035,878,43930,136149176,73690896
417,13037,226,5085,13057051,7636038
418,13039,1856,86756,329123262,114760532
419,13043,474,19410,48162504,23368182
420,13045,4530,251190,956582020,478976028
421,13047,2054,94896,284862264,162330872
422,13049,354,12000,39769140,23212214
423,13051,17162,963384,3924436922,1828789234
424,13053,244,12740,50514170,32089530
425,13055,672,33076,93084524,54372150
426,13057,12146,400880,1467005242,732291016
427,13059,6564,420008,1678727552,576570722
428,13061,128,3870,9594966,5560700
429,13063,8474,736834,4277508680,1527325070
430,13065,342,13698,41504800,23345110
431,13067,46382,2234262,12240220858,4891917856
432,13069,1848,103452,311343754,177411414
433,13071,2038,89174,277678292,140584814
434,13073,5568,225356,731858524,383021824
435,13075,718,26344,70746324,38630870
436,13077,5570,243930,865473022,439209780
437,13079,288,7672,21227290,10297952
438,13081,1144,49414,147342852,73933246
439,13083,496,22592,71585648,40953678
440,13085,1522,55008,151920898,84910474
441,13087,1332,49030,149711344,75938688
442,13089,37392,1808628,9670883862,3504420616
443,13091,658,29176,79844304,39645394
444,13093,382,21352,64124744,39307060
445,13095,4680,289794,1050283366,437040448
446,13097,5588,266342,940071194,487905988
447,13099,540,25152,99743946,42178352
448,13101,102,2729,9549373,5149822
449,13103,1660,64300,238903880,113366538
450,13105,984,35142,106125278,64894012
451,13107,848,39968,117514302,58163354
452,13109,508,26696,71138892,44125854
453,13111,1316,38438,106943896,68208550
454,13113,7568,273036,1126256778,511465996
455,13115,4164,236816,873912846,445370024
456,13117,12498,460682,1965592012,923832280
457,13119,1014,47512,146811954,89441034
458,13121,92696,5438256,42238911282,12737661876
459,13123,1264,42716,120898066,68340198
460,13125,80,1856,4535246,2661088
461,13127,5488,226712,820241602,347595508
462,13129,2108,142194,551082388,295011566
463,13131,956,36086,113129876,61765156
464,13133,998,38060,126934350,68955140
465,13135,53438,2174550,10317209680,4613462324
466,13137,1850,85106,283548900,139227296
467,13139,9528,542800,2220447904,1031678858
468,13141,154,8870,28363918,10501006
469,13143,1032,42024,144581446,78023434
470,13145,972,31596,91495232,54447052
471,13147,870,39496,129094066,72644704
472,13149,306,12314,59238306,22067756
473,13151,8506,404224,1386904230,695082004
474,13153,5546,377216,1470085464,454749112
475,13155,298,12206,37617228,20949908
476,13157,3016,190630,609484966,378467586
477,13159,398,13902,38372824,19730174
478,13161,474,25838,76109290,47675142
479,13163,754,28808,97459204,52214574
480,13165,244,8160,22826508,11949952
481,13167,280,7286,18732206,11650234
482,13169,700,25298,76496258,38586642
483,13171,548,22730,76398380,36453744
484,13173,220,8646,22045928,9369524
485,13175,2194,109148,373134384,168009282
486,13177,1006,41492,125260066,69377874
487,13179,1824,115186,395595846,155623994
488,13181,322,7752,19866448,10703138
489,13183,158,3956,10553459,2883104
490,13185,5798,298650,930970252,467342654
491,13187,1130,38596,114414948,57285172
492,13189,876,40996,125154778,69188316
493,13191,392,10202,28965738,12550152
494,13193,396,16278,56707786,29576038
495,13195,770,21840,62696318,32862218
496,13197,192,6768,17975198,12877362
497,13199,700,26448,83463718,43385776
498,13201,330,10328,33571366,10569872
499,13205,872,40912,117813342,69053106
500,13207,1104,46120,179483542,64961954
501,13209,282,9358,25596814,12791404
502,13211,1072,43288,147199194,79608492
503,13213,866,45894,143386822,77408034
504,13215,9280,569202,2348354774,918189632
505,13217,3296,154512,562742464,268722310
506,13219,2392,83622,283510014,151990922
507,13221,426,11528,33337282,17912804
508,13223,4424,152908,487173538,217974768
509,13225,1124,61104,207543588,113122284
510,13227,1528,47062,180192178,90553708
511,13229,720,25480,73934850,45100370
512,13231,574,17952,55550498,29823282
513,13233,1368,68094,218077200,127360864
514,13235,404,16712,48739012,28355776
515,13237,950,33682,97775558,49653474
516,13239,78,1711,4807000,2908444
517,13241,1028,31312,82576654,51093020
518,13243,334,11760,32794828,18450990
519,13245,9298,627294,2537495210,996838966
520,13247,4190,198564,807464180,398430174
521,13249,124,4931,14874023,11345036
522,13251,518,18688,55332266,33023890
523,13253,420,14670,44990594,22839424
524,13255,2508,136568,438917694,207613040
525,13257,1118,51672,165611536,90195394
526,13259,178,8774,35158660,20278048
527,13261,1332,64662,225040600,100968272
528,13263,160,4560,13381568,6070264
529,13265,48,860,2880943,1365509
530,13267,686,34702,105477446,52099408
531,13269,296,9246,29039206,17404784
532,13271,432,13926,37683006,21059752
533,13273,422,12236,36046866,18701508
534,13275,2994,121366,447989098,194712444
535,13277,2214,126292,409076446,186131532
536,13279,1384,73204,216044934,114167724
537,13281,576,19860,54288042,32356682
538,13283,210,6376,17596254,9021294
539,13285,3174,240924,909356784,505274444
540,13287,364,11358,34826168,17986832
541,13289,218,11882,35227124,24360094
542,13291,1200,41662,135492528,77339944
543,13293,944,40542,126267710,58618528
544,13295,1492,80214,237228416,136775132
545,13297,3682,140216,509752016,273383332
546,13299,1820,93046,280875620,146543128
547,13301,198,7231,26274422,15048413
548,13303,782,37746,128153854,59952022
549,13305,1170,48688,175873198,77553278
550,13307,84,2741,9792127,6395361
551,13309,144,6436,18352394,11779412
552,13311,1434,54764,146079330,83647022
553,13313,4676,338506,1320251992,745745760
554,13315,220,5207,13989657,7378183
555,13317,478,15654,45411734,22633514
556,13319,342,21264,74386272,43588524
557,13321,608,18312,53290176,27831264
558,13999,81128,777032,6075264572,2251350166
559,15001,11746,438088,1653394812,1091347306
560,15003,54304,2824232,13239526412,8158064318
561,15007,5760,189958,737210292,567960946
562,15009,13596,460697,1831749932,1457687060
563,15999,3816,10896,72533334,59347706
564,16001,34598,1533482,6726846452,4691596850
565,16003,338,5616,17527526,11629798
566,16005,4824,203642,637712624,454179470
567,16007,446,9800,24339138,11166300
568,16009,692,20216,72661470,47058752
569,16011,2292,88568,270567232,192025676
570,16013,3336,78206,278449442,206689514
571,16015,410,9466,18985391,13351258
572,16017,3524,85714,271257364,202902894
573,16019,8120,320846,1078885094,827274418
574,16021,932,21118,66367662,43481900
575,16023,260,52236,410075352,152312266
576,16025,118,1620,7154141,4726802
577,16027,11422,431732,1388105280,1059251478
578,16029,566,20674,93161100,77855244
579,16031,1886,68706,217106634,178752422
580,16033,88,1353,5756081,3639633
581,16035,612,15522,48851352,24029480
582,16037,488,7438,20095782,13356546
583,16039,1248,42264,123630442,75194982
584,16041,848,21676,55997746,38100354
585,16043,806,16978,48398840,28251152
586,16045,990,22354,64508468,43730250
587,16047,1072,36476,120801496,90525484
588,16049,1178,25616,76337606,45007676
589,16051,1482,37490,102202947,89477992
590,16053,1440,62222,205653462,176259800
591,16055,11088,375048,1295086572,928588788
592,16057,2182,67769,198393738,119414499
593,16059,756,14164,43773308,22826656
594,16061,382,9490,25396002,18423308
595,16063,312,8501,26874145,21372092
596,16065,2224,95622,251145244,146186040
597,16067,1252,47506,151724424,119286206
598,16069,2462,123826,458041590,369662708
599,16071,288,5807,13874484,10211455
600,16073,622,18100,52790328,39593798
601,16075,1260,38838,123364066,94274726
602,16077,484,19604,69441526,55646010
603,16079,820,28820,87513592,66924132
604,16081,1152,19454,62630368,43149796
605,16083,6046,236270,736539354,543364862
606,16085,1364,28112,85395442,52411172
607,16087,560,16372,44885928,31120316
608,16999,16008,81094,587401682,477125874
609,17001,3436,181379,674076818,369982676
610,17003,194,6022,19143478,12860854
611,17005,594,25910,93465586,44989304
612,17007,1736,100480,396641634,262801880
613,17009,246,25454,114430682,78715187
614,17011,1568,65748,230625744,128872188
615,17013,190,4202,9573662,6007422
616,17015,794,23524,78692746,41607826
617,17017,556,32786,110955792,84093372
618,17019,8210,473840,1930608346,820303726
619,17021,1410,51362,188978526,97090036
620,17023,650,26762,85411276,58112518
621,17025,692,30362,93279882,69222012
622,17027,1770,63936,198924920,127136678
623,17029,2114,127922,426032337,230266552
624,17031,276970,15451112,100528682574,37490314426
625,17033,830,37434,162797879,98932131
626,17035,402,16942,44689528,35168606
627,17037,4020,189809,708308951,372592415
628,17039,740,28108,143216868,66334388
629,17041,1164,44560,152606196,104290314
630,17043,68880,3507491,20899157823,9653647971
631,17045,706,38857,151327360,96224485
632,17047,304,12624,42548740,34665132
633,17049,2430,130776,447789798,304244676
634,17051,950,28205,76332228,50337527
635,17053,686,27838,102361534,50140808
636,17055,1458,51824,160327018,89325740
637,17057,1350,42713,129722351,69714575
638,17059,250,5392,21308688,12673984
639,17061,480,14088,38924884,23107344
640,17063,2342,122052,618814258,275221120
641,17065,410,12010,42450412,24210362
642,17067,822,23544,70185900,41509370
643,17069,128,3712,9831352,6800168
644,17071,278,6236,14874072,10975364
645,17073,2012,72859,246516791,134396740
646,17075,1408,44248,125534666,77877946
647,17077,2314,123955,478910139,168220992
648,17079,466,11860,47569514,23046120
649,17081,1730,111919,407092793,264030422
650,17083,786,28844,85642142,41845822
651,17085,1430,40786,123757896,75456394
652,17087,368,10515,33507227,14580823
653,17089,25168,1151688,4807979407,2614401595
654,17091,4500,249434,917291109,502119740
655,17093,4440,167714,606709448,313257276
656,17095,2034,96659,284043567,147397002
657,17097,40166,1875859,14671190683,5238484655
658,17099,5018,247932,980044854,523807172
659,17101,506,23425,84869965,52439037
660,17103,1382,77214,305884910,145593572
661,17105,1722,71844,284564144,148509726
662,17107,1106,48008,178002928,93732204
663,17109,1162,51438,158514452,88351815
664,17111,15642,562848,2098243110,1177845392
665,17113,6626,455610,2556909457,1098170259
666,17115,4238,268079,1257295500,595190983
667,17117,1790,60134,192936420,117033504
668,17119,10632,615436,2295713880,1259850336
669,17121,1658,74262,241845130,138856922
670,17123,536,16768,53926404,36297536
671,17125,598,16954,48895788,24912982
672,17127,416,18246,67808856,36365402
673,17129,420,9784,26463530,13078966
674,17131,574,17986,51284190,30828372
675,17133,1590,50256,149203508,89564340
676,17135,1378,46099,141408974,87140213
677,17137,1478,84040,334959168,148992358
678,17139,686,31052,109136624,77253194
679,17141,2024,93094,401775116,224011542
680,17143,8338,591089,3402342612,1213922760
681,17145,676,23606,73126757,42546361
682,17147,734,20610,63839744,40328288
683,17149,846,23102,67805342,41345008
684,17151,92,2842,6889366,1977108
685,17153,214,7970,23992390,14422932
686,17155,302,9938,37597054,24084508
687,17157,1238,61370,218574753,130508206
688,17159,828,35378,110768192,68462470
689,17161,5872,413075,1952420730,935354780
690,17163,9958,506832,1901642989,983322305
691,17165,1014,45694,132512180,94144298
692,17167,9580,763090,3668209962,991814890
693,17169,326,8630,28402722,13476496
694,17171,190,5794,17632310,11866524
695,17173,924,30116,96544224,62508488
696,17175,278,8012,27098966,18697690
697,17177,2078,102032,381587820,207126696
698,17179,5214,278514,1068278072,580727698
699,17181,678,25182,71143495,42695466
700,17183,2726,144122,549302423,301775715
701,17185,546,19624,64486866,34568174
702,17187,736,37724,121895736,83422984
703,17189,814,38986,160128484,102736246
704,17191,772,22788,61112004,33969536
705,17193,708,23962,72872740,55051744
706,17195,2368,124946,451852332,233418034
707,17197,30276,1387042,5600129130,3257136053
708,17199,2774,166158,572793986,315157116
709,17201,11778,738202,3020526330,1514723782
710,17203,1468,59248,197947280,119645554
711,17999,105278,845863,7398858915,3056759337
712,18001,1452,80328,264653942,155587254
713,18003,18408,1133022,4791641978,2179548378
714,18005,3944,305446,1660847834,674572962
715,18007,442,13930,46969762,26709708
716,18009,468,17384,55113360,27862712
717,18011,3826,201160,750984318,433510552
718,18013,642,15758,37831890,23637572
719,18015,794,33372,108998034,73629094
720,18017,1416,86182,274189476,149787618
721,18019,5592,325124,1159032352,651408600
722,18021,994,46382,137042348,87105392
723,18023,1250,67046,238755024,133951542
724,18025,308,11052,32566388,19426816
725,18027,1804,73486,229623508,133720972
726,18029,2076,86972,292114580,148165528
727,18031,1310,86654,339062782,196103494
728,18033,2004,131008,546728488,293083872
729,18035,4414,245823,862710363,415079023
730,18037,2618,171554,623972528,367171404
731,18039,9692,782832,3306029900,1790710980
732,18041,818,35528,120817312,59319354
733,18043,3774,183196,667158930,342662516
734,18045,704,27946,85758750,52564354
