id,area_code,establishments,total_employed,total_wages,taxable_wage
25857,29097,7152,353712,1409826694,211739440
25858,29099,8836,283472,888217568,495895330
25859,29099,8814,291480,950732598,230429036
25860,29099,8880,284564,904996976,136571914
25861,29099,8976,291204,1005114796,105781776
25862,29099,8900,264524,940659746,195753146
25863,29099,8956,270032,907652138,122064706
25864,29099,9060,281998,1084514608,104232884
25865,29099,8840,274732,910286328,487256832
25866,29099,8846,284542,1027880138,212317548
25867,29099,8880,276892,991132694,126634016
25868,29099,8970,285978,1148110050,106901278
25869,29099,8914,279248,973383510,513436740
25870,29099,9060,288378,1100636474,209225612
25871,29099,9216,280254,1092017870,134885802
25872,29099,9226,291962,1178279904,104987080
25873,29099,9284,287944,1103639246,553416656
25874,29099,9398,293772,1180094320,186377882
25875,29101,2202,92540,277423624,120658838
25876,29101,2216,94688,299427176,58934048
25877,29101,2208,91770,287061072,38980966
25878,29101,2240,96992,305165386,31564598
25879,29101,2320,90706,316699200,55913328
25880,29101,2344,89220,296720800,31616302
25881,29101,2376,94766,328290254,27664628
25882,29101,2354,92696,295971736,125547628
25883,29101,2356,94014,323151150,53927922
25884,29101,2364,89566,303606102,31914342
25885,29101,2410,93464,337197798,30306848
25886,29101,2418,93254,313021204,131715440
25887,29101,2436,95944,353504214,53431900
25888,29101,2482,91272,340756558,35068694
25889,29101,2484,96076,348084798,29518794
25890,29101,2518,96314,347090146,144326746
25891,29101,2548,97402,372592444,46427988
25892,29103,216,5484,12967396,7804832
25893,29103,210,5640,14550162,3739814
25894,29103,214,4656,11774498,1807476
25895,29103,216,4825,13413415,1350316
25896,29103,216,5258,15540018,3181232
25897,29103,220,4820,12544658,1292370
25898,29103,220,4355,13526287,1087702
25899,29103,222,5158,13252538,7501040
25900,29103,228,5336,15513392,3166426
25901,29103,224,4952,13674732,1442572
25902,29103,226,5356,16475300,1180544
25903,29103,226,5192,14162270,7567652
25904,29103,230,5532,17392284,3286908
25905,29103,236,5032,15218314,1534488
25906,29103,242,5554,16986170,1225444
25907,29103,244,5574,16594342,8075508
25908,29103,244,5524,18412502,2635484
25909,29105,1660,83724,240925314,164464616
25910,29105,1664,85782,255986806,84107658
25911,29105,1666,81798,233889970,33373980
25912,29105,1682,82898,247067720,24676130
25913,29105,1686,75662,237197200,65678206
25914,29105,1692,76696,236233084,32410474
25915,29105,1698,80306,274681922,34983184
25916,29105,1682,80446,246787244,165318278
25917,29105,1678,82388,279307536,67815698
25918,29105,1692,79168,268585726,36168732
25919,29105,1714,81536,300448282,31086074
25920,29105,1674,82440,273077166,176715024
25921,29105,1658,84600,303409974,65409734
25922,29105,1688,82846,313324206,37866170
25923,29105,1704,84896,314429440,29165978
25924,29105,1698,86584,312678050,192672972
25925,29105,1728,88012,336198960,53652612
25926,29107,1716,50942,135400454,76564084
25927,29107,1724,52620,146846222,37636564
25928,29107,1716,50492,137279180,20898752
25929,29107,1752,52280,157438396,16790072
25930,29107,1798,49016,150911564,33285370
25931,29107,1798,49286,144988840,19842148
25932,29107,1798,51254,168428204,17657590
25933,29107,1766,50032,143555162,77208598
25934,29107,1740,51694,165759814,35819268
25935,29107,1744,49980,151261712,21659946
25936,29107,1786,51652,184859140,18842610
25937,29107,1840,50374,156711114,84586628
25938,29107,1862,52454,175948708,36633808
25939,29107,1870,50592,167065666,24282494
25940,29107,1870,52680,187213208,18283174
25941,29107,1880,51512,171675918,90280888
25942,29107,1892,52420,185678166,31039394
25943,29109,1792,53020,156709316,94721716
25944,29109,1814,54088,169946786,41918944
25945,29109,1830,51772,156387064,22738802
25946,29109,1850,54128,173960860,16936848
25947,29109,1842,48524,162358858,35495366
25948,29109,1850,47906,147925270,19041518
25949,29109,1848,51402,175485702,17299640
25950,29109,1792,50198,149337384,85918858
25951,29109,1772,51698,176745220,37250492
25952,29109,1818,47922,158382282,20733304
25953,29109,1810,50926,188066532,17375722
25954,29109,1810,50584,164828104,94999432
25955,29109,1820,52208,190146254,35306152
25956,29109,1856,49704,181518468,21157642
25957,29109,1890,52402,192941634,16412630
25958,29109,1910,52166,185582452,101676858
25959,29109,1956,53710,208230946,31521950
25960,29111,446,15024,39862832,26953988
25961,29111,450,15508,43932396,13401582
25962,29111,458,14512,41241038,7011504
25963,29111,460,15604,46563808,5665582
25964,29111,466,13926,42917762,11520850
25965,29111,464,13812,41444302,6129116
25966,29111,474,14408,49223456,4806914
25967,29111,462,13858,39045400,25555312
25968,29111,460,14352,45686382,10746826
25969,29111,474,13456,43373096,5636928
25970,29111,494,14496,50446586,5674738
25971,29111,478,14302,43019840,27564756
25972,29111,480,14624,48491536,10504440
25973,29111,486,13576,48688760,5681930
25974,29111,486,14638,50505018,4775838
25975,29111,490,14468,47387380,28418554
25976,29111,498,14660,51616764,9134040
25977,29113,2146,69838,225390522,139362294
25978,29113,2148,72148,255797154,56488984
25979,29113,2164,70676,234959492,31495900
25980,29113,2178,72126,262096376,25192100
25981,29113,2224,69154,252939246,50014246
25982,29113,2250,67340,233940824,26823092
25983,29113,2272,71852,282699086,24850684
25984,29113,2212,70408,234122244,140468160
25985,29113,2214,72114,280702146,50005960
25986,29113,2248,68978,251717508,29180138
25987,29113,2234,72422,301195976,26783674
25988,29113,2236,71796,252023984,146847922
25989,29113,2268,74444,302378212,50173166
25990,29113,2298,71046,290361626,30023764
25991,29113,2294,73908,305823092,23348616
25992,29113,2334,73470,296176254,155451236
25993,29113,2366,75424,328020682,43086816
25994,29115,740,22900,67242448,39126222
25995,29115,750,23546,66704454,19398118
25996,29115,754,22132,63027160,9271802
25997,29115,770,23496,68094104,7103656
25998,29115,772,21882,66024636,16372492
25999,29115,786,21848,65192926,8940852
26000,29115,780,23064,73655268,7339192
26001,29115,754,22486,67590744,40136706
26002,29115,754,23216,71145938,17379946
26003,29115,752,21752,71503030,8867110
26004,29115,758,23278,78652664,7531764
26005,29115,760,23598,75296688,44425148
26006,29115,762,24324,75852694,17111548
26007,29115,766,23298,75629602,9593266
26008,29115,780,24300,83453714,8653832
26009,29115,774,24064,80209274,44549682
26010,29115,794,24704,85366308,15421648
26011,29117,974,37362,104919872,57583886
26012,29117,970,38020,111651776,27519388
26013,29117,972,37114,104322852,14682794
26014,29117,972,37936,113737340,12706262
26015,29117,964,36368,113704106,24825218
26016,29117,970,36326,107391062,14535936
26017,29117,960,37204,124946626,13604552
26018,29117,920,36280,112528708,58223456
26019,29117,916,37280,120298460,25440790
26020,29117,926,36570,115678914,16139270
26021,29117,928,37410,132206714,14929484
26022,29117,924,37260,120208736,62471686
26023,29117,928,38110,129291066,25772668
26024,29117,934,37412,126976732,16981500
26025,29117,938,38170,137194834,13611174
26026,29117,938,37070,135087316,64114998
26027,29117,950,37654,135178804,21927892
26028,29119,808,41908,123194678,96586754
26029,29119,808,42294,129780556,44710730
26030,29119,820,41376,125769722,21719416
26031,29119,816,41552,131270202,16604232
26032,29119,846,41612,130745064,38374938
26033,29119,864,40896,123164886,18017848
26034,29119,854,41026,137569630,16337544
26035,29119,822,40188,118585972,91245758
26036,29119,834,40064,132635936,36381064
26037,29119,854,39758,138945578,22140620
26038,29119,854,40090,143107920,17771854
26039,29119,846,39868,137798682,99424872
26040,29119,842,40512,139572952,31655520
26041,29119,866,40714,148491926,21855080
26042,29119,892,42338,154441392,17792064
26043,29119,900,42494,155520362,108003920
26044,29119,912,44192,156714006,30225236
26045,29121,818,29876,81953274,43655028
26046,29121,818,30718,84846088,19699424
26047,29121,826,29236,81285984,10748898
26048,29121,834,30336,89572358,8240266
26049,29121,828,28648,89949812,17682412
26050,29121,830,28224,84398262,10485782
26051,29121,832,29538,95631420,9329382
26052,29121,824,28846,86467214,44730098
26053,29121,832,29530,91927240,17759110
26054,29121,832,27926,86710454,10316410
26055,29121,836,29274,104100272,8984546
26056,29121,814,29032,89698160,45984050
26057,29121,818,30368,99633982,18882874
26058,29121,826,28692,96078422,11015874
26059,29121,822,29152,101008744,8401202
26060,29121,834,28664,93996274,46551986
26061,29121,856,29228,98418284,15982798
26062,29123,738,21834,54725460,35430346
26063,29123,730,22134,57376788,19981174
26064,29123,736,21582,55842820,11051680
26065,29123,742,22388,60234344,8601250
26066,29123,742,20076,56632752,17246218
26067,29123,744,20822,56730068,8937348
26068,29123,748,21622,63792602,7530984
26069,29123,712,21388,56150804,34742950
26070,29123,702,22000,63747022,18181572
26071,29123,690,21484,61795398,9169352
26072,29123,694,22040,69166498,8275452
26073,29123,690,21890,64934140,38167604
26074,29123,690,22212,64389784,17604314
26075,29123,676,21850,67434378,9856222
26076,29123,670,22132,73455550,7550188
26077,29123,674,21178,71220272,39970962
26078,29123,690,21314,68206184,14003136
26079,29125,304,7416,18823342,12439978
26080,29125,308,6604,17335347,5196958
26081,29125,310,6144,17530350,2721189
26082,29125,324,7586,19987528,2138888
26083,29125,318,7444,21851186,5375628
26084,29125,316,6946,20831680,2840192
26085,29125,320,7618,22375100,2444164
26086,29125,312,7446,19592778,12834480
26087,29125,308,7650,22494174,5472812
26088,29125,316,7142,23164428,3238138
26089,29125,314,7938,24286062,2668576
26090,29125,322,7802,21114636,14037666
26091,29125,324,7932,24894638,5521674
26092,29125,332,7074,23990754,2916126
26093,29125,332,7694,25343878,2216340
26094,29125,334,7902,23086928,14610800
26095,29125,344,8028,27885488,5115980
26096,29127,1868,78638,251475510,126237212
26097,29127,1870,80536,257125622,56132490
26098,29127,1860,78692,249354824,31827736
26099,29127,1890,81926,267972956,25557600
26100,29127,1902,74322,254486732,47013740
26101,29127,1918,75462,251342744,28081888
26102,29127,1940,78958,299748042,24705564
26103,29127,1922,76620,254033206,117345104
26104,29127,1912,77798,276434628,48661288
26105,29127,1932,75322,270753004,28778388
26106,29127,1928,77902,310686514,24470338
26107,29127,1900,75458,281935146,118037200
26108,29127,1898,76998,290214790,43785598
26109,29127,1922,75580,296578390,28618040
26110,29127,1948,78354,323350388,25688048
26111,29127,1960,76364,306405950,123795834
26112,29127,1996,77968,321155866,39035414
26113,29129,200,9489,32945758,24143245
26114,29129,206,9756,28152908,7458335
26115,29129,206,10054,32307920,4042820
26116,29129,206,9523,29567302,3005930
26117,29129,204,9322,31742528,6694688
26118,29129,202,8885,34941571,2357183
26119,29129,208,8850,32242134,2332630
26120,29129,198,8583,28411402,21137386
26121,29129,206,9444,29227284,6244380
26122,29129,204,8936,31645758,3082634
26123,29129,210,8616,33094692,2531116
26124,29129,204,9100,31648098,21852266
26125,29129,208,9142,30552792,4916056
26126,29129,212,8698,34346542,2999400
26127,29129,212,9174,36816404,2469956
26128,29129,218,9100,34448544,22521552
26129,29129,218,9212,37536804,3974276
26130,29131,1364,42574,110885506,71643098
26131,29131,1368,45840,124024136,39555338
26132,29131,1386,42458,115603678,24119914
26133,29131,1376,43806,119619178,16363934
26134,29131,1410,40294,121592950,35322982
26135,29131,1418,43136,129027972,24819838
26136,29131,1430,44174,140209044,19160194
26137,29131,1424,43478,122283176,77124882
26138,29131,1428,45886,142776122,40609430
26139,29131,1434,44460,138218718,25662244
26140,29131,1444,46154,152830496,19720918
26141,29131,1428,45390,137110326,84583938
26142,29131,1446,48952,159468738,42295198
26143,29131,1464,47168,159711694,27596308
26144,29131,1464,48588,164674114,18917700
26145,29131,1482,47270,160268960,93338930
26146,29131,1502,49668,177243964,36323008
26147,29133,986,18248,46788435,31656585
26148,29133,988,19499,50050336,17724198
26149,29133,974,19026,49369355,11756489
26150,29133,972,18470,51335697,7300090
26151,29133,946,18102,49013587,15808116
26152,29133,944,17880,49757964,9700908
26153,29133,960,17395,54558703,7336151
26154,29133,908,16889,46485080,30268199
26155,29133,912,20124,59663924,15715620
26156,29133,902,19184,56688584,9672748
26157,29133,888,16194,53715704,6534294
26158,29133,876,18138,55800402,30879128
26159,29133,864,19418,61147508,14583048
26160,29133,876,18730,60172588,9245208
26161,29133,872,18546,62935254,6490222
26162,29133,864,18272,59294542,31680046
26163,29133,870,18918,64710188,12636010
26164,29135,710,25120,73179786,45270808
26165,29135,718,25578,78658796,19622738
26166,29135,722,24558,74375880,10521748
26167,29135,728,25898,80691600,8319416
26168,29135,734,24896,83887650,17804140
26169,29135,726,24396,80976346,9365216
26170,29135,730,25326,92275118,8750462
26171,29135,704,24788,77582120,47127302
26172,29135,710,25382,87257568,17558470
26173,29135,722,24180,83799854,10195112
26174,29135,724,25464,97527132,9342216
26175,29135,712,24858,83123786,51096018
26176,29135,708,25430,93436566,16144736
26177,29135,720,24504,90553366,9563960
26178,29135,722,25394,98162492,8003780
26179,29135,718,24110,88323856,49163954
26180,29135,722,24468,93200072,13577178
26181,29137,500,10460,26323286,13872700
26182,29137,496,10848,29092566,6500540
26183,29137,502,10232,25699060,3505132
26184,29137,502,10492,28154334,2781802
26185,29137,502,10122,30101820,6157784
26186,29137,496,9668,25831032,3708710
26187,29137,508,10276,31707302,2711338
26188,29137,494,10068,26840334,14066322
26189,29137,494,10700,31201998,6390764
26190,29137,494,10008,28500478,3828944
26191,29137,496,10508,33476356,2750578
26192,29137,486,10444,29712920,15269428
26193,29137,488,11136,34627588,6220712
26194,29137,500,10232,31898906,3774384
26195,29137,504,10738,35019436,2490578
26196,29137,502,10872,33352136,16186544
26197,29137,516,11408,38438248,6275320
26198,29139,614,16994,49668170,32962718
26199,29139,618,17796,51501780,13840072
26200,29139,620,17368,50859498,7859318
26201,29139,624,17826,54387808,6103282
26202,29139,612,16768,54173202,12191974
26203,29139,634,17066,54029424,7519762
26204,29139,630,17626,59543488,6307232
26205,29139,618,17054,54655056,34111150
26206,29139,624,18142,61015814,13875142
26207,29139,614,17988,60529680,7911206
26208,29139,620,18676,68224484,7027176
26209,29139,634,18348,62215376,38131354
26210,29139,634,18898,67169300,13264950
26211,29139,630,18764,70557120,8648488
26212,29139,638,18972,73027842,6128160
26213,29139,658,18932,74614014,37369426
26214,29139,668,19566,76868884,12165220
26215,29141,1058,24984,60627524,41237948
26216,29141,1076,27054,66240088,23505330
26217,29141,1080,26738,65496750,13660574
26218,29141,1106,26226,65591992,8624200
26219,29141,1140,25622,68493860,21591408
26220,29141,1168,26544,69878510,14162578
26221,29141,1172,25766,74385430,9636654
26222,29141,1150,25594,66860752,44836598
26223,29141,1166,28192,79876282,24261284
26224,29141,1190,28876,80140626,15925002
26225,29141,1182,27190,83128558,10261560
26226,29141,1152,26768,74924504,49771348
26227,29141,1180,29138,85753000,23441750
26228,29141,1196,28732,88877366,16027878
26229,29141,1208,27808,85508718,9046356
26230,29141,1210,27614,83485622,53549192
26231,29141,1240,29716,93567366,21352558
26232,29143,1576,43256,133831344,90173046
26233,29143,1586,44246,135649054,37720504
26234,29143,1592,42960,138126294,21317030
26235,29143,1612,45802,140796478,19218488
26236,29143,1658,43604,139401092,35769066
26237,29143,1702,44078,135418824,21057384
26238,29143,1696,45658,157711204,18654348
26239,29143,1670,43776,138333806,90484056
26240,29143,1694,44410,149011956,35343992
26241,29143,1698,43204,147199086,21281894
26242,29143,1726,45814,165112146,20428076
26243,29143,1706,44802,152531052,96583944
26244,29143,1704,45042,165796382,35269862
26245,29143,1706,43560,161947608,21272198
26246,29143,1774,45868,172185332,19854670
26247,29143,1802,45444,173905548,100716682
26248,29143,1852,46638,176302876,33066808
26249,29145,2708,122378,401664348,197591848
26250,29145,2684,123258,437412024,84829792
26251,29145,2694,118334,396330412,46214258
26252,29145,2802,123960,444039848,37143436
26253,29145,2880,114810,435585504,69499228
26254,29145,2922,115624,418851792,42482976
26255,29145,2960,122664,485602396,38561326
26256,29145,2878,120230,427137668,198828294
26257,29145,2924,122688,492711102,77974760
26258,29145,2970,117066,462540178,46240672
26259,29145,2998,124482,489944602,41489606
26260,29145,2956,123264,465443670,213118770
26261,29145,3026,124926,531774318,77937034
26262,29145,3036,120206,511083920,47220364
26263,29145,3070,125912,510843870,38003762
26264,29145,3120,127082,535013456,230796066
26265,29145,3168,129628,548923504,69489818
26266,29147,1150,46000,135477966,67375682
26267,29147,1164,46884,137412158,26128124
26268,29147,1178,45688,135145970,15451254
26269,29147,1182,49070,148804798,12519518
26270,29147,1176,43554,136383034,24433084
26271,29147,1190,44638,145744704,14714982
26272,29147,1190,47106,163362166,12994542
26273,29147,1184,45686,140271660,68599404
26274,29147,1182,46380,151691744,24499852
26275,29147,1184,46092,148096312,15588778
26276,29147,1164,48090,165973930,13481256
26277,29147,1174,47994,153790370,73711090
26278,29147,1190,48784,160008932,27289808
26279,29147,1214,48192,161245694,18417054
26280,29147,1226,50918,182925322,16333582
26281,29147,1230,50854,178505162,82436228
26282,29147,1246,50978,179973702,25908612
26283,29149,496,13780,27969410,18858992
26284,29149,498,13694,30683440,12881128
26285,29149,496,13248,27740856,7236124
26286,29149,524,14170,33294408,5707668
26287,29149,526,12646,30645658,12000034
26288,29149,538,12588,28206136,6496346
26289,29149,528,13308,35879826,5190560
26290,29149,514,13186,29284250,19128530
26291,29149,514,12970,33137350,11496404
26292,29149,510,12426,29508176,5633940
26293,29149,512,13186,36354134,4984234
26294,29149,522,13166,32266024,20776524
26295,29149,524,13498,37409350,11723894
26296,29149,524,13166,34948508,6586236
26297,29149,528,13952,38639900,4989572
26298,29149,522,13992,37415484,23552592
26299,29149,528,14254,41940382,10938220
26300,29151,558,21187,61527636,45025520
26301,29151,564,21863,64455473,19621787
26302,29151,560,21640,67143795,9384736
26303,29151,570,22042,72862439,7407632
26304,29151,576,21661,71111107,17939696
26305,29151,574,21265,72675112,9390600
26306,29151,574,22165,81258117,7969267
26307,29151,562,22254,69258889,48322961
26308,29151,552,22199,77548893,17156280
26309,29151,560,22061,79724792,10787317
26310,29151,570,23168,90314825,9673498
26311,29151,562,25360,86436280,54139618
26312,29151,564,25364,93099824,16559500
26313,29151,582,24576,95090586,11625560
26314,29151,574,25508,101248378,8265624
26315,29151,588,25308,96038364,55563052
26316,29151,596,25232,99128634,13052046
26317,29153,422,8522,17974660,11013216
26318,29153,426,9226,21054078,7979790
26319,29153,436,8398,17592478,4779460
26320,29153,446,8976,20624990,2909098
26321,29153,432,8758,22491708,7710554
26322,29153,432,8308,18390776,4822132
26323,29153,444,8856,21332254,3126700
26324,29153,418,8446,19684710,11367606
26325,29153,430,9238,23869548,8018982
26326,29153,426,8490,19709802,4946212
26327,29153,430,8898,24047010,3558264
26328,29153,428,8814,20382964,12378434
26329,29153,432,9664,25160540,8347398
26330,29153,452,8642,22346996,4891000
26331,29153,468,8962,23906578,2951368
26332,29153,478,9038,24378686,14000204
26333,29153,486,10454,29288060,8694684
26334,29155,1634,31856,80062832,48892216
26335,29155,1654,33066,87377780,25933114
26336,29155,1690,31976,80244544,15828052
26337,29155,1742,33202,90265914,14194388
26338,29155,1734,29860,83741158,22772006
26339,29155,1758,30510,79802444,13784810
26340,29155,1770,31872,93107506,14182704
26341,29155,1728,30334,81119294,47920680
26342,29155,1712,30612,86720098,22986268
26343,29155,1688,29238,80112204,13689858
26344,29155,1650,30286,92868484,12336762
26345,29155,1758,29730,81627698,46664522
26346,29155,1770,30536,88151728,22510236
26347,29155,1788,29516,86404774,14317878
26348,29155,1910,30256,93976568,11581012
26349,29155,1930,29926,90123576,48719180
26350,29155,1962,30510,95832636,21228108
26351,29157,1144,57830,172667050,123977474
26352,29157,1150,58138,185146318,52023610
26353,29157,1162,56386,178070640,22382800
26354,29157,1158,57050,199853318,18147214
26355,29157,1160,48962,160286466,41603154
26356,29157,1158,53578,175137840,21652174
26357,29157,1152,55862,207922548,19799268
26358,29157,1140,54568,172438004,117832102
26359,29157,1144,55346,192714788,42938876
26360,29157,1158,54726,199331432,21017964
26361,29157,1176,55186,211051178,17807162
26362,29157,1176,54654,192133844,125123536
26363,29157,1186,54992,194768004,36626198
26364,29157,1192,54220,209927324,20815464
26365,29157,1210,54678,224182372,17255250
26366,29157,1216,55382,214378162,131179378
26367,29157,1212,56490,211661890,33317126
26368,29159,2486,116664,350242092,217259224
26369,29159,2512,117918,367689348,97514244
26370,29159,2538,117202,353572686,51687840
26371,29159,2556,118756,374195952,39334478
26372,29159,2590,105516,340062940,79984182
26373,29159,2580,108304,342732680,42274698
26374,29159,2608,112620,391054858,39524104
26375,29159,2598,109744,356788876,209550572
26376,29159,2580,111794,388873082,83785594
26377,29159,2592,110336,383602068,49510698
26378,29159,2654,114068,435634352,46974480
26379,29159,2670,112312,393434492,225688978
26380,29159,2690,114544,415413418,78476488
26381,29159,2708,113016,434425970,49133864
26382,29159,2712,116110,443174208,40905838
26383,29159,2740,115162,444211018,238246072
26384,29159,2764,117460,438526354,64871446
26385,29161,2338,109848,356070482,147117780
26386,29161,2342,110796,375655688,78765692
26387,29161,2336,108374,361276688,43144380
26388,29161,2384,110922,387054566,34794230
26389,29161,2400,103690,381827288,72701236
26390,29161,2406,107406,370055050,43579604
26391,29161,2418,110698,423312512,37830306
26392,29161,2374,108036,369223116,151448598
26393,29161,2388,110684,410581202,77104118
26394,29161,2390,109588,403854144,46860776
26395,29161,2412,112530,454726294,41107024
26396,29161,2384,111940,421126286,171623944
26397,29161,2412,113636,433010572,74049842
26398,29161,2478,111962,445739012,49552400
26399,29161,2526,115518,454302260,39229886
26400,29161,2576,113976,448135316,184153648
26401,29161,2622,115166,453918438,70826862
26402,29163,960,27217,74563130,46736667
26403,29163,970,27863,79693429,23302407
26404,29163,978,26697,74398745,12180156
26405,29163,986,27660,82878995,9676235
26406,29163,994,26408,80516733,20941481
26407,29163,1004,26232,77929234,10801570
26408,29163,1018,26996,90694763,9533660
26409,29163,974,26568,77835838,46869220
26410,29163,980,31712,102754814,21673750
26411,29163,974,26308,82980716,11423512
26412,29163,990,31468,111206346,10072586
26413,29163,986,30882,99491516,50327106
26414,29163,976,31896,107796598,20670206
26415,29163,982,30306,102853154,11622952
26416,29163,986,31508,113812068,9053948
26417,29163,996,31402,111847190,52226646
26418,29163,1002,31928,114898604,18031184
26419,29165,5404,285996,1256561248,669594202
26420,29165,5484,291174,1167627872,239545264
26421,29165,5544,288340,1113268818,136839718
26422,29165,5576,291904,1199072242,116334424
26423,29165,5642,242916,1032685970,173999516
26424,29165,5722,260164,1113049768,115303046
26425,29165,5752,263236,1201023264,109452976
26426,29165,5694,259190,1285998332,584573280
26427,29165,5702,257364,1116789696,190369850
26428,29165,5816,259440,1124820544,130196262
26429,29165,5854,269214,1330215078,126335230
26430,29165,5850,267122,1435414598,619402310
26431,29165,5938,274042,1250424398,206658752
26432,29165,6040,276894,1366650524,148311318
26433,29165,6146,281174,1345505236,124397042
26434,29165,6224,279264,1465637876,668971112
26435,29165,6314,284236,1334096706,173457364
26436,29167,1414,51170,145709350,60470192
26437,29167,1428,52486,157746592,32781238
26438,29167,1446,49910,150874838,18460560
26439,29167,1452,51808,165482644,13801140
26440,29167,1452,49950,163222068,31794528
26441,29167,1480,50410,154491058,18013476
26442,29167,1494,52778,188813832,16035332
26443,29167,1464,52990,163157412,69731798
26444,29167,1458,55986,185356196,38680798
26445,29167,1498,55724,185008814,23619770
26446,29167,1482,57172,216502034,21157570
26447,29167,1458,56226,187114972,83904080
26448,29167,1478,57224,209575406,36249936
26449,29167,1512,55688,207282054,21741582
26450,29167,1524,57486,219287188,17275122
26451,29167,1552,57700,212052590,90422704
26452,29167,1574,58296,230709066,29531500
26453,29169,1660,78262,254415534,92473664
26454,29169,1646,79132,258535622,50526272
26455,29169,1646,77608,261790358,27474628
26456,29169,1696,79244,252823884,20747732
26457,29169,1698,75150,263356700,45520136
26458,29169,1722,74512,266308972,25578784
26459,29169,1724,76426,281372806,21821880
26460,29169,1670,76270,251923274,95401116
26461,29169,1666,78032,277665334,46715080
26462,29169,1682,75690,277182024,27269398
26463,29169,1696,78220,290614454,22734860
26464,29169,1698,78662,265580428,101089488
26465,29169,1694,79394,307637160,46755534
26466,29169,1722,77770,281236904,28790824
26467,29169,1750,80334,283373348,24227598
26468,29169,1786,79830,285869866,110393366
26469,29169,1816,81010,317624462,43761094
26470,29171,260,5542,13172728,7695792
26471,29171,256,5560,14217120,3961060
26472,29171,260,5332,12789918,1747718
26473,29171,258,5506,14585890,1371238
26474,29171,266,5122,15328900,3530354
26475,29171,266,5182,13521444,1603062
26476,29171,262,5436,15841006,1291826
26477,29171,254,5246,14420154,8025758
26478,29171,260,5492,16896272,3744312
26479,29171,256,5322,14750486,1709606
26480,29171,256,5480,17036700,1405028
26481,29171,252,5404,15920920,9112064
26482,29171,258,5548,18177926,3656040
26483,29171,262,5362,16434494,1616578
26484,29171,266,5364,17179386,1136724
26485,29171,264,5362,17494096,9056508
26486,29171,266,5456,17957424,2793284
26487,29173,468,20966,77488718,54614058
26488,29173,466,21380,78869684,15135460
26489,29173,472,21490,79819744,7117632
26490,29173,486,20990,83663648,6375646
26491,29173,490,20322,80193278,13318138
26492,29173,492,20970,81666042,6571590
26493,29173,510,20724,87102462,6225466
26494,29173,502,20680,80013634,50338286
26495,29173,502,20758,82296136,13890822
26496,29173,506,21486,85533374,8306750
26497,29173,512,20445,83945137,7600374
26498,29173,506,20542,82575764,53759052
26499,29173,512,21314,85822822,12880092
26500,29173,520,21262,90009304,8319414
26501,29173,516,20652,88496622,6691740
26502,29173,518,20614,89414914,53551022
26503,29173,528,21560,93097202,10304044
26504,29175,1310,56730,174295384,106274208
26505,29175,1324,57988,188545296,48853598
26506,29175,1310,55866,173390324,24099438
26507,29175,1300,57344,182776304,17965444
26508,29175,1304,53982,189193766,42139440
26509,29175,1330,53230,172197734,23585668
26510,29175,1328,54898,193492400,18937006
26511,29175,1294,54624,180910442,105264422
26512,29175,1294,56450,212927136,46612058
26513,29175,1290,55386,194045114,28842148
26514,29175,1302,57542,214000664,25371276
26515,29175,1302,56972,205046654,121071944
26516,29175,1306,58356,228259228,44584946
26517,29175,1328,56380,216828666,28298546
26518,29175,1302,59040,291392346,23705632
26519,29175,1318,57408,233019762,123513938
26520,29175,1346,58044,247497130,36287448
26521,29177,848,23862,73430338,39162878
26522,29177,858,24882,73911788,17328140
26523,29177,850,24274,72679780,8916494
26524,29177,858,24734,76194852,7238656
26525,29177,856,23178,72108206,14199374
26526,29177,864,23396,74407924,8492928
26527,29177,870,24142,82695060,7786060
26528,29177,858,23854,75495388,39421516
26529,29177,868,24584,81275428,15053386
26530,29177,888,23914,78753578,8938760
26531,29177,904,24192,87819678,7601484
26532,29177,876,24050,78254096,40303534
26533,29177,896,25038,85946880,14917210
26534,29177,910,23742,84593354,9208758
26535,29177,928,24500,93338968,7865224
26536,29177,942,24278,89576272,43027398
26537,29177,948,25066,92553202,13628958
26538,29179,566,11502,32698212,21156480
26539,29179,556,12148,35832014,8901716
26540,29179,562,11602,33088866,4938398
26541,29179,564,11544,35401070,3304556
26542,29179,556,11056,36022810,7643710
26543,29179,562,10630,33016634,4434472
26544,29179,564,9995,34286953,2980798
26545,29179,540,9917,29580171,20450765
26546,29179,520,11524,43732598,8028114
26547,29179,518,10225,34040845,4657158
26548,29179,510,9899,38113906,3352721
26549,29179,512,10952,34706278,20279888
26550,29179,524,11566,40435444,7916612
26551,29179,522,10616,38124308,4651256
26552,29179,540,10928,41246088,3044942
26553,29179,558,10788,37409344,22454144
26554,29179,568,10996,41679222,6563872
26555,29181,1004,16306,32584656,21203090
26556,29181,1020,16576,36806282,15074414
26557,29181,1044,15690,32100394,8800442
26558,29181,1078,16352,35129436,5799932
26559,29181,1108,15114,35935332,13135974
26560,29181,1178,14694,30338954,7671972
26561,29181,1204,16412,37058570,6119668
26562,29181,1234,16100,31685856,20392222
26563,29181,1210,16726,38677842,14877888
26564,29181,1246,15798,34664576,9016038
26565,29181,1276,16882,40960800,7409210
26566,29181,1294,16284,34796768,22732220
26567,29181,1316,17308,42967840,15451662
26568,29181,1356,16810,39439758,9249222
26569,29181,1416,17652,43605048,7046468
26570,29181,1508,17550,40231162,25861306
26571,29181,1536,18262,47324550,15388912
